reaction	has_metadata@reconstructionData
RXN-17617	RXN-17617_reconstructionData_B_NAPUS_V5
POLYNUCLEOTIDE-5-HYDROXYL-KINASE-RXN	POLYNUCLEOTIDE-5-HYDROXYL-KINASE-RXN_reconstructionData_B_NAPUS_V5
RXN-14786	RXN-14786_reconstructionData_B_NAPUS_V5
RXN-10036	RXN-10036_reconstructionData_B_NAPUS_V5
FADSYN-RXN	FADSYN-RXN_reconstructionData_B_NAPUS_V5
RXN-9558	RXN-9558_reconstructionData_B_NAPUS_V5
NAD-KIN-RXN	NAD-KIN-RXN_reconstructionData_B_NAPUS_V5
DIHYDROOROT-RXN	DIHYDROOROT-RXN_reconstructionData_B_NAPUS_V5
DIHYDROOROT-RXN	DIHYDROOROT-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN0-361	RXN0-361_reconstructionData_B_NAPUS_V5
2.4.1.228-RXN	2.4.1.228-RXN_reconstructionData_B_NAPUS_V5
UROPORIIIMETHYLTRANSA-RXN	UROPORIIIMETHYLTRANSA-RXN_reconstructionData_B_NAPUS_V5
RXN-8348	RXN-8348_reconstructionData_B_NAPUS_V5
RXN-8379	RXN-8379_reconstructionData_B_NAPUS_V5
GLYCERONE-KINASE-RXN	GLYCERONE-KINASE-RXN_reconstructionData_B_NAPUS_V5
PNKIN-RXN	PNKIN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
PNKIN-RXN	PNKIN-RXN_reconstructionData_B_NAPUS_V5
PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN_reconstructionData_B_NAPUS_V5
RXN-12694	RXN-12694_reconstructionData_B_NAPUS_V5
RXN-9280	RXN-9280_reconstructionData_B_NAPUS_V5
3.2.1.25-RXN	3.2.1.25-RXN_reconstructionData_B_NAPUS_V5
CINNAMYL-ALCOHOL-DEHYDROGENASE-RXN	CINNAMYL-ALCOHOL-DEHYDROGENASE-RXN_reconstructionData_B_NAPUS_V5
3.1.26.11-RXN	3.1.26.11-RXN_reconstructionData_B_NAPUS_V5
PYRROLINECARBREDUCT-RXN	PYRROLINECARBREDUCT-RXN_reconstructionData_B_NAPUS_V5
GLYRIBONUCSYN-RXN	GLYRIBONUCSYN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
GLYRIBONUCSYN-RXN	GLYRIBONUCSYN-RXN_reconstructionData_B_NAPUS_V5
RXN-16134	RXN-16134_reconstructionData_B_NAPUS_V5
SERINE--TRNA-LIGASE-RXN	SERINE--TRNA-LIGASE-RXN_reconstructionData_B_NAPUS_V5
RXN-10912	RXN-10912_reconstructionData_B_NAPUS_V5
3-OXOACYL-ACP-SYNTH-RXN	3-OXOACYL-ACP-SYNTH-RXN_reconstructionData_B_NAPUS_V5
PGLYCDEHYDROG-RXN	PGLYCDEHYDROG-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
PGLYCDEHYDROG-RXN	PGLYCDEHYDROG-RXN_reconstructionData_B_NAPUS_V5
3.1.26.1-RXN	3.1.26.1-RXN_reconstructionData_B_NAPUS_V5
RXN-8340	RXN-8340_reconstructionData_B_NAPUS_V5
RXN-9589	RXN-9589_reconstructionData_B_NAPUS_V5
ABC-23-RXN	ABC-23-RXN_reconstructionData_B_NAPUS_V5
3.2.2.23-RXN	3.2.2.23-RXN_reconstructionData_B_NAPUS_V5
DEPHOSPHOCOAKIN-RXN	DEPHOSPHOCOAKIN-RXN_reconstructionData_B_NAPUS_V5
PEPCARBOXYKIN-RXN	PEPCARBOXYKIN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
PEPCARBOXYKIN-RXN	PEPCARBOXYKIN-RXN_reconstructionData_B_NAPUS_V5
RXN-13788	RXN-13788_reconstructionData_B_NAPUS_V5
GUANOSINE-DIPHOSPHATASE-RXN	GUANOSINE-DIPHOSPHATASE-RXN_reconstructionData_B_NAPUS_V5
GUANOSINE-DIPHOSPHATASE-RXN	GUANOSINE-DIPHOSPHATASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-14147	RXN-14147_reconstructionData_B_NAPUS_V5
PHOSNACMURPENTATRANS-RXN	PHOSNACMURPENTATRANS-RXN_reconstructionData_B_NAPUS_V5
SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN	SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN_reconstructionData_B_NAPUS_V5
SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN	SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
TCM3	TCM3_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
HISTOLDEHYD-RXN	HISTOLDEHYD-RXN_reconstructionData_B_NAPUS_V5
HISTOLDEHYD-RXN	HISTOLDEHYD-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN1F-144	RXN1F-144_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
1.14.13.78-RXN	1.14.13.78-RXN_reconstructionData_B_NAPUS_V5
1.14.13.78-RXN	1.14.13.78-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
2.7.1.157-RXN	2.7.1.157-RXN_reconstructionData_B_NAPUS_V5
RXN-7931	RXN-7931_reconstructionData_B_NAPUS_V5
DAHPSYN-RXN	DAHPSYN-RXN_reconstructionData_B_NAPUS_V5
DAHPSYN-RXN	DAHPSYN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-13450	RXN-13450_reconstructionData_B_NAPUS_V5
RXN-17150	RXN-17150_reconstructionData_B_NAPUS_V5
GALACTOSE-OXIDASE-RXN	GALACTOSE-OXIDASE-RXN_reconstructionData_B_NAPUS_V5
SUPEROX-DISMUT-RXN	SUPEROX-DISMUT-RXN_reconstructionData_B_NAPUS_V5
RXN-5647	RXN-5647_reconstructionData_B_NAPUS_V5
RXN-14058	RXN-14058_reconstructionData_B_NAPUS_V5
RXN-2006	RXN-2006_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
2.4.1.121-RXN	2.4.1.121-RXN_reconstructionData_B_NAPUS_V5
RXN-12128	RXN-12128_reconstructionData_B_NAPUS_V5
1.1.1.51-RXN	1.1.1.51-RXN_reconstructionData_B_NAPUS_V5
RXN1G-3613	RXN1G-3613_reconstructionData_B_NAPUS_V5
RXN-17705	RXN-17705_reconstructionData_B_NAPUS_V5
2.7.12.1-RXN	2.7.12.1-RXN_reconstructionData_B_NAPUS_V5
RXN-1825	RXN-1825_reconstructionData_B_NAPUS_V5
2.4.1.82-RXN	2.4.1.82-RXN_reconstructionData_B_NAPUS_V5
SULFITE-OXIDASE-RXN	SULFITE-OXIDASE-RXN_reconstructionData_B_NAPUS_V5
RXN-15117	RXN-15117_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
THYKI-RXN	THYKI-RXN_reconstructionData_B_NAPUS_V5
THYKI-RXN	THYKI-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-14516	RXN-14516_reconstructionData_B_NAPUS_V5
RXN66-482	RXN66-482_reconstructionData_B_NAPUS_V5
1.1.4.1-RXN	1.1.4.1-RXN_reconstructionData_B_NAPUS_V5
1.3.99.5-RXN	1.3.99.5-RXN_reconstructionData_B_NAPUS_V5
GLUCONATE-2-DEHYDROGENASE-RXN	GLUCONATE-2-DEHYDROGENASE-RXN_reconstructionData_B_NAPUS_V5
RXN-17778	RXN-17778_reconstructionData_B_NAPUS_V5
RXN-11477	RXN-11477_reconstructionData_B_NAPUS_V5
RXN-9514	RXN-9514_reconstructionData_B_NAPUS_V5
RXN-9944	RXN-9944_reconstructionData_B_NAPUS_V5
GLUC1PADENYLTRANS-RXN	GLUC1PADENYLTRANS-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
GLUC1PADENYLTRANS-RXN	GLUC1PADENYLTRANS-RXN_reconstructionData_B_NAPUS_V5
RXN-9003	RXN-9003_reconstructionData_B_NAPUS_V5
RXN-9003	RXN-9003_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-9697	RXN-9697_reconstructionData_B_NAPUS_V5
RXN-13588	RXN-13588_reconstructionData_B_NAPUS_V5
PRAISOM-RXN	PRAISOM-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
PRAISOM-RXN	PRAISOM-RXN_reconstructionData_B_NAPUS_V5
RXN66-336	RXN66-336_reconstructionData_B_NAPUS_V5
RXN-11246	RXN-11246_reconstructionData_B_NAPUS_V5
RXN-8450	RXN-8450_reconstructionData_B_NAPUS_V5
RXN-8450	RXN-8450_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-12518	RXN-12518_reconstructionData_B_NAPUS_V5
RXN-2562	RXN-2562_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-2562	RXN-2562_reconstructionData_B_NAPUS_V5
PHOSPHATIDYLCHOLINE-DESATURASE-RXN	PHOSPHATIDYLCHOLINE-DESATURASE-RXN_reconstructionData_B_NAPUS_V5
RXN-13297	RXN-13297_reconstructionData_B_NAPUS_V5
RXN-14286	RXN-14286_reconstructionData_B_NAPUS_V5
RXN1G-499	RXN1G-499_reconstructionData_B_NAPUS_V5
3.2.1.60-RXN	3.2.1.60-RXN_reconstructionData_B_NAPUS_V5
2.1.1.127-RXN	2.1.1.127-RXN_reconstructionData_B_NAPUS_V5
TCX10	TCX10_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-16562	RXN-16562_reconstructionData_B_NAPUS_V5
RXN-14987	RXN-14987_reconstructionData_B_NAPUS_V5
RXN-1124	RXN-1124_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN3O-328	RXN3O-328_reconstructionData_B_NAPUS_V5
7KAPSYN-RXN	7KAPSYN-RXN_reconstructionData_B_NAPUS_V5
7KAPSYN-RXN	7KAPSYN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-12057	RXN-12057_reconstructionData_B_NAPUS_V5
RXN-17777	RXN-17777_reconstructionData_B_NAPUS_V5
HOMOSERKIN-RXN	HOMOSERKIN-RXN_reconstructionData_B_NAPUS_V5
HOMOSERKIN-RXN	HOMOSERKIN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
2.4.1.223-RXN	2.4.1.223-RXN_reconstructionData_B_NAPUS_V5
RXN-16030	RXN-16030_reconstructionData_B_NAPUS_V5
ATP-CITRATE-PRO-S--LYASE-RXN	ATP-CITRATE-PRO-S--LYASE-RXN_reconstructionData_B_NAPUS_V5
ATP-CITRATE-PRO-S--LYASE-RXN	ATP-CITRATE-PRO-S--LYASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-16778	RXN-16778_reconstructionData_B_NAPUS_V5
RXN-11835	RXN-11835_reconstructionData_B_NAPUS_V5
RXN-1143	RXN-1143_reconstructionData_B_NAPUS_V5
RXN-12473	RXN-12473_reconstructionData_B_NAPUS_V5
RXN-9633	RXN-9633_reconstructionData_B_NAPUS_V5
2.5.1.45-RXN	2.5.1.45-RXN_reconstructionData_B_NAPUS_V5
RXN-14959	RXN-14959_reconstructionData_B_NAPUS_V5
RXN-16759	RXN-16759_reconstructionData_B_NAPUS_V5
RXN-12893	RXN-12893_reconstructionData_B_NAPUS_V5
4.1.2.20-RXN	4.1.2.20-RXN_reconstructionData_B_NAPUS_V5
4.1.1.74-RXN	4.1.1.74-RXN_reconstructionData_B_NAPUS_V5
RXN-12521	RXN-12521_reconstructionData_B_NAPUS_V5
RXN-10701	RXN-10701_reconstructionData_B_NAPUS_V5
RXN-14791	RXN-14791_reconstructionData_B_NAPUS_V5
3.6.1.17-RXN	3.6.1.17-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
3.6.1.17-RXN	3.6.1.17-RXN_reconstructionData_B_NAPUS_V5
DIHYDROFOLATESYNTH-RXN	DIHYDROFOLATESYNTH-RXN_reconstructionData_B_NAPUS_V5
RXN-10664	RXN-10664_reconstructionData_B_NAPUS_V5
RXN0-1061	RXN0-1061_reconstructionData_B_NAPUS_V5
HISTONE-LYSINE-N-METHYLTRANSFERASE-RXN	HISTONE-LYSINE-N-METHYLTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
RXN-11223	RXN-11223_reconstructionData_B_NAPUS_V5
SULFATE-ADENYLYLTRANSFERASE-ADP-RXN	SULFATE-ADENYLYLTRANSFERASE-ADP-RXN_reconstructionData_B_NAPUS_V5
RXN0-2044	RXN0-2044_reconstructionData_B_NAPUS_V5
RXN-11370	RXN-11370_reconstructionData_B_NAPUS_V5
RXN-2209	RXN-2209_reconstructionData_B_NAPUS_V5
RXN-15036	RXN-15036_reconstructionData_B_NAPUS_V5
RXN-7677	RXN-7677_reconstructionData_B_NAPUS_V5
QUINOLINATE-SYNTHA-RXN	QUINOLINATE-SYNTHA-RXN_reconstructionData_B_NAPUS_V5
PHOSPHOMEVALONATE-KINASE-RXN	PHOSPHOMEVALONATE-KINASE-RXN_reconstructionData_B_NAPUS_V5
PHOSPHOMEVALONATE-KINASE-RXN	PHOSPHOMEVALONATE-KINASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-10814	RXN-10814_reconstructionData_B_NAPUS_V5
3.4.22.54-RXN	3.4.22.54-RXN_reconstructionData_B_NAPUS_V5
RXN-13564	RXN-13564_reconstructionData_B_NAPUS_V5
RXN-11136	RXN-11136_reconstructionData_B_NAPUS_V5
RXN-13282	RXN-13282_reconstructionData_B_NAPUS_V5
RXN-14910	RXN-14910_reconstructionData_B_NAPUS_V5
2.7.7.11-RXN	2.7.7.11-RXN_reconstructionData_B_NAPUS_V5
RXN-5283	RXN-5283_reconstructionData_B_NAPUS_V5
RXN-5283	RXN-5283_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-13306	RXN-13306_reconstructionData_B_NAPUS_V5
3.1.27.1-RXN	3.1.27.1-RXN_reconstructionData_B_NAPUS_V5
PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN	PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN_reconstructionData_B_NAPUS_V5
1.14.13.72-RXN	1.14.13.72-RXN_reconstructionData_B_NAPUS_V5
RXNQT-4193	RXNQT-4193_reconstructionData_B_NAPUS_V5
5.1.2.3-RXN	5.1.2.3-RXN_reconstructionData_B_NAPUS_V5
LYSOPHOSPHOLIPASE-RXN	LYSOPHOSPHOLIPASE-RXN_reconstructionData_B_NAPUS_V5
RXN-11755	RXN-11755_reconstructionData_B_NAPUS_V5
GLUTAMATESYN-RXN	GLUTAMATESYN-RXN_reconstructionData_B_NAPUS_V5
GLUTAMATESYN-RXN	GLUTAMATESYN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-13441	RXN-13441_reconstructionData_B_NAPUS_V5
3.2.1.151-RXN	3.2.1.151-RXN_reconstructionData_B_NAPUS_V5
RXN-10954	RXN-10954_reconstructionData_B_NAPUS_V5
O-SUCCHOMOSERLYASE-RXN	O-SUCCHOMOSERLYASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
O-SUCCHOMOSERLYASE-RXN	O-SUCCHOMOSERLYASE-RXN_reconstructionData_B_NAPUS_V5
RXN0-385	RXN0-385_reconstructionData_B_NAPUS_V5
RXN0-385	RXN0-385_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
ALLANTOATE-DEIMINASE-RXN	ALLANTOATE-DEIMINASE-RXN_reconstructionData_B_NAPUS_V5
RXN-10616	RXN-10616_reconstructionData_B_NAPUS_V5
ADENOSINE-NUCLEOSIDASE-RXN	ADENOSINE-NUCLEOSIDASE-RXN_reconstructionData_B_NAPUS_V5
RXN-17876	RXN-17876_reconstructionData_B_NAPUS_V5
RXN-11839	RXN-11839_reconstructionData_B_NAPUS_V5
DHLAXANAU-RXN	DHLAXANAU-RXN_reconstructionData_B_NAPUS_V5
RXN-8443	RXN-8443_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
BIOTINLIG-RXN	BIOTINLIG-RXN_reconstructionData_B_NAPUS_V5
RXN-18210	RXN-18210_reconstructionData_B_NAPUS_V5
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN_reconstructionData_B_NAPUS_V5
RXN66-1	RXN66-1_reconstructionData_B_NAPUS_V5
RXN-600	RXN-600_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-600	RXN-600_reconstructionData_B_NAPUS_V5
RXN-15713	RXN-15713_reconstructionData_B_NAPUS_V5
RXN-11026	RXN-11026_reconstructionData_B_NAPUS_V5
RXN-10061	RXN-10061_reconstructionData_B_NAPUS_V5
DCTP-DEAM-RXN	DCTP-DEAM-RXN_reconstructionData_B_NAPUS_V5
RXN-2882	RXN-2882_reconstructionData_B_NAPUS_V5
RXN-13444	RXN-13444_reconstructionData_B_NAPUS_V5
RXN66-316	RXN66-316_reconstructionData_B_NAPUS_V5
RXN0-5468	RXN0-5468_reconstructionData_B_NAPUS_V5
HISTIDPHOS-RXN	HISTIDPHOS-RXN_reconstructionData_B_NAPUS_V5
RXN-13309	RXN-13309_reconstructionData_B_NAPUS_V5
2.7.11.2-RXN	2.7.11.2-RXN_reconstructionData_B_NAPUS_V5
RXN-10815	RXN-10815_reconstructionData_B_NAPUS_V5
RXN-10815	RXN-10815_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-13112	RXN-13112_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN1F-93	RXN1F-93_reconstructionData_B_NAPUS_V5
RXN1F-93	RXN1F-93_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
3.4.24.57-RXN	3.4.24.57-RXN_reconstructionData_B_NAPUS_V5
RXN-11884	RXN-11884_reconstructionData_B_NAPUS_V5
RXN-14270	RXN-14270_reconstructionData_B_NAPUS_V5
RXN-14270	RXN-14270_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
R82-RXN	R82-RXN_reconstructionData_B_NAPUS_V5
METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN	METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN_reconstructionData_B_NAPUS_V5
RXN0-383	RXN0-383_reconstructionData_B_NAPUS_V5
RXN-11453	RXN-11453_reconstructionData_B_NAPUS_V5
KDOTRANS-RXN	KDOTRANS-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-7708	RXN-7708_reconstructionData_B_NAPUS_V5
RXN0-5292	RXN0-5292_reconstructionData_B_NAPUS_V5
RXN0-5292	RXN0-5292_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
4.2.1.59-RXN	4.2.1.59-RXN_reconstructionData_B_NAPUS_V5
FARNESYLTRANSTRANSFERASE-RXN	FARNESYLTRANSTRANSFERASE-RXN_reconstructionData_B_NAPUS_V5
FARNESYLTRANSTRANSFERASE-RXN	FARNESYLTRANSTRANSFERASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
4-PYRIDOXOLACTONASE-RXN	4-PYRIDOXOLACTONASE-RXN_reconstructionData_B_NAPUS_V5
RXN-9655	RXN-9655_reconstructionData_B_NAPUS_V5
RXN-15703	RXN-15703_reconstructionData_B_NAPUS_V5
RXN-16076	RXN-16076_reconstructionData_B_NAPUS_V5
RXN-11523	RXN-11523_reconstructionData_B_NAPUS_V5
RXN-17728	RXN-17728_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
2.4.1.126-RXN	2.4.1.126-RXN_reconstructionData_B_NAPUS_V5
RXN-13617	RXN-13617_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-13617	RXN-13617_reconstructionData_B_NAPUS_V5
RXN-15007	RXN-15007_reconstructionData_B_NAPUS_V5
TRANSENOYLCOARED-RXN	TRANSENOYLCOARED-RXN_reconstructionData_B_NAPUS_V5
RXN-16616	RXN-16616_reconstructionData_B_NAPUS_V5
RXN-16418	RXN-16418_reconstructionData_B_NAPUS_V5
RXN-9909	RXN-9909_reconstructionData_B_NAPUS_V5
2.5.1.58-RXN	2.5.1.58-RXN_reconstructionData_B_NAPUS_V5
RXN-16317	RXN-16317_reconstructionData_B_NAPUS_V5
RXN-14120	RXN-14120_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-14120	RXN-14120_reconstructionData_B_NAPUS_V5
RXN-1641	RXN-1641_reconstructionData_B_NAPUS_V5
PRPPSYN-RXN	PRPPSYN-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
PRPPSYN-RXN	PRPPSYN-RXN_reconstructionData_B_NAPUS_V5
3.6.3.3-RXN	3.6.3.3-RXN_reconstructionData_B_NAPUS_V5
RXN-15909	RXN-15909_reconstructionData_B_NAPUS_V5
AMP-DEPHOSPHORYLATION-RXN	AMP-DEPHOSPHORYLATION-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
AMP-DEPHOSPHORYLATION-RXN	AMP-DEPHOSPHORYLATION-RXN_reconstructionData_B_NAPUS_V5
HEMEOSYN-RXN	HEMEOSYN-RXN_reconstructionData_B_NAPUS_V5
GLYCOLATEDEHYDRO-RXN	GLYCOLATEDEHYDRO-RXN_reconstructionData_B_NAPUS_V5
2.7.1.148-RXN	2.7.1.148-RXN_reconstructionData_B_NAPUS_V5
2.7.1.148-RXN	2.7.1.148-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-16455	RXN-16455_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
ADENOSYLHOMOCYSTEINASE-RXN	ADENOSYLHOMOCYSTEINASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
ADENOSYLHOMOCYSTEINASE-RXN	ADENOSYLHOMOCYSTEINASE-RXN_reconstructionData_B_NAPUS_V5
RXN-9660	RXN-9660_reconstructionData_B_NAPUS_V5
3.1.2.21-RXN	3.1.2.21-RXN_reconstructionData_B_NAPUS_V5
RXN-12632	RXN-12632_reconstructionData_B_NAPUS_V5
RXN-8620	RXN-8620_reconstructionData_B_NAPUS_V5
ORNCARBAMTRANSFER-RXN	ORNCARBAMTRANSFER-RXN_reconstructionData_B_NAPUS_V5
ORNCARBAMTRANSFER-RXN	ORNCARBAMTRANSFER-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-16157	RXN-16157_reconstructionData_B_NAPUS_V5
RXN-9663	RXN-9663_reconstructionData_B_NAPUS_V5
RXN-10947	RXN-10947_reconstructionData_B_NAPUS_V5
RXN0-5107	RXN0-5107_reconstructionData_B_NAPUS_V5
RXN-8094	RXN-8094_reconstructionData_B_NAPUS_V5
CYSTEINE-DIOXYGENASE-RXN	CYSTEINE-DIOXYGENASE-RXN_reconstructionData_B_NAPUS_V5
RXN-17738	RXN-17738_reconstructionData_B_NAPUS_V5
RXN-18254	RXN-18254_reconstructionData_B_NAPUS_V5
RXN-7968	RXN-7968_reconstructionData_B_NAPUS_V5
FORMAMIDASE-RXN	FORMAMIDASE-RXN_reconstructionData_B_NAPUS_V5
POLYNUCLEOTIDE-3-PHOSPHATASE-RXN	POLYNUCLEOTIDE-3-PHOSPHATASE-RXN_reconstructionData_B_NAPUS_V5
RXN-711	RXN-711_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN1F-357	RXN1F-357_reconstructionData_B_NAPUS_V5
RXN-14576	RXN-14576_reconstructionData_B_NAPUS_V5
R223-RXN	R223-RXN_reconstructionData_B_NAPUS_V5
4.3.1.15-RXN	4.3.1.15-RXN_reconstructionData_B_NAPUS_V5
3.4.21.26-RXN	3.4.21.26-RXN_reconstructionData_B_NAPUS_V5
RXN66-3	RXN66-3_reconstructionData_B_NAPUS_V5
2.4.1.224-RXN	2.4.1.224-RXN_reconstructionData_B_NAPUS_V5
PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN	PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN_reconstructionData_B_NAPUS_V5
RXN-11356	RXN-11356_reconstructionData_B_NAPUS_V5
RXN-4303	RXN-4303_reconstructionData_B_NAPUS_V5
RXN-4303	RXN-4303_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
R265-RXN	R265-RXN_reconstructionData_B_NAPUS_V5
RXN-8975	RXN-8975_reconstructionData_B_NAPUS_V5
RXN-12089	RXN-12089_reconstructionData_B_NAPUS_V5
RXN1F-147	RXN1F-147_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-11322	RXN-11322_reconstructionData_B_NAPUS_V5
GSAAMINOTRANS-RXN	GSAAMINOTRANS-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
GSAAMINOTRANS-RXN	GSAAMINOTRANS-RXN_reconstructionData_B_NAPUS_V5
RXN-7607	RXN-7607_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-7607	RXN-7607_reconstructionData_B_NAPUS_V5
PHOSPHASERSYN-RXN	PHOSPHASERSYN-RXN_reconstructionData_B_NAPUS_V5
RXN-7678	RXN-7678_reconstructionData_B_NAPUS_V5
RXN-17013	RXN-17013_reconstructionData_B_NAPUS_V5
RXN-14957	RXN-14957_reconstructionData_B_NAPUS_V5
1.14.13.93-RXN	1.14.13.93-RXN_reconstructionData_B_NAPUS_V5
325-BISPHOSPHATE-NUCLEOTIDASE-RXN	325-BISPHOSPHATE-NUCLEOTIDASE-RXN_reconstructionData_B_NAPUS_V5
RXN66-221	RXN66-221_reconstructionData_B_NAPUS_V5
3.1.3.16-RXN	3.1.3.16-RXN_reconstructionData_B_NAPUS_V5
3.1.4.1-RXN	3.1.4.1-RXN_reconstructionData_B_NAPUS_V5
1.14.11.18-RXN	1.14.11.18-RXN_reconstructionData_B_NAPUS_V5
RXN-8036	RXN-8036_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
RXN-8036	RXN-8036_reconstructionData_B_NAPUS_V5
RXN-10785	RXN-10785_reconstructionData_B_NAPUS_V5
RXN-11695	RXN-11695_reconstructionData_B_NAPUS_V5
PELUDP-RXN	PELUDP-RXN_reconstructionData_B_NAPUS_V5
RXN-13697	RXN-13697_reconstructionData_B_NAPUS_V5
DMK-RXN	DMK-RXN_reconstructionData_B_NAPUS_V5
RXN-11060	RXN-11060_reconstructionData_B_NAPUS_V5
HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN_reconstructionData_B_NAPUS_V5
HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
1.14.19.1-RXN	1.14.19.1-RXN_reconstructionData_B_NAPUS_V5
RXN-17925	RXN-17925_reconstructionData_B_NAPUS_V5
URPHOS-RXN	URPHOS-RXN_reconstructionData_B_NAPUS_V5
SUGAR-PHOSPHATASE-RXN	SUGAR-PHOSPHATASE-RXN_reconstructionData_B_NAPUS_V5
RXN-17922	RXN-17922_reconstructionData_B_NAPUS_V5
R524-RXN	R524-RXN_reconstructionData_OUTPUT_PANTOGRAPH_ATHALIANA
R524-RXN	R524-RXN_reconstructionData_B_NAPUS_V5
RXN-10911	RXN-10911_reconstructionData_B_NAPUS_V5
