reaction	in@metabolic_network	DIRECTION	EC-NUMBER	COMMON-NAME
HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN	brassica_napus	REVERSIBLE	EC-2.3.3.10	hydroxymethyl glutaryl-CoA synthase
GUANOSINE-DEAMINASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.5.4.15	guanosine deaminase
RXN-7673	brassica_napus	REVERSIBLE	EC-2.5.1.62	chlorophyll synthetase
RXN-16425	brassica_napus	LEFT-TO-RIGHT		phosphoacetylglucosamine mutase
RXN-9028	brassica_napus	REVERSIBLE	EC-2.6.1.86	2-amino-4-deoxychorismate synthase
RXN-12197	brassica_napus	LEFT-TO-RIGHT	EC-3.6.1.6	UDP phosphatase
RXN-12197				nucleoside-diphosphatase
NADH-DEHYDROG-A-RXN	brassica_napus	REVERSIBLE	EC-1.6.5.3	NADH dehydrogenase (ubiquinone)
NADH-DEHYDROG-A-RXN				NADH:ubiquinone oxidoreductase (H+-transporting)
RXN-17583	brassica_napus	LEFT-TO-RIGHT	EC-4.4.1.23	chlorooxirane:coenzyme M transferase
GPH-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.18	phosphoglycolate phosphatase
RXN-13301	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.330	3-oxo-cerotoyl-CoA reductase
RXN-13301				3-oxo-arachidoyl-CoA reductase
FORMYLTETRAHYDROFOLATE-DEHYDROGENASE-RXN	brassica_napus	REVERSIBLE	EC-1.5.1.6	10-formyltetrahydrofolate dehydrogenase
R322-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.152	precorrin-5 (C1)-methyltransferase
3-CYANOALANINE-HYDRATASE-RXN	brassica_napus	REVERSIBLE	EC-4.2.1.65	cyanoalanine nitrilase
RXN-14315	brassica_napus	LEFT-TO-RIGHT		cobalt-precorrin 3 synthase
FERRIC-CHELATE-REDUCTASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.16.1.7	ferric-chelate reductase
RXN0-5515	brassica_napus	LEFT-TO-RIGHT	EC-2.7.7.41	CTP:2,3,4-saturated L-phosphatidate cytidylyltransferase
RXN0-5515				phosphatidate cytidylyltransferase
RXN-10718	brassica_napus	LEFT-TO-RIGHT	EC-6.1.1.27	O-phosphoseryl-tRNA ligase
RXN-14638	brassica_napus	REVERSIBLE	EC-4.4.1.27	
RXN-13926	brassica_napus	REVERSIBLE	EC-1.1.1.170	sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating)
THYM-PHOSPH-RXN	brassica_napus	REVERSIBLE	EC-2.4.2.2	thymidine phosphorylase
THYM-PHOSPH-RXN			EC-2.4.2.4	
3.2.1.78-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.78	mannan endo-1,4-beta-mannosidase
RXN-1303	brassica_napus	LEFT-TO-RIGHT	EC-6.4.1.8	acetophenone carboxylase
RXN-9527	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.41	3-oxo-decanoyl-[acyl-carrier protein] synthase
RXN-9527				3-oxoacyl-[acyl-carrier-protein] synthase
RXN-9527				&beta;-ketodecanoyl-[acp] synthase
RXN-2901	brassica_napus	REVERSIBLE	EC-2.6.1.19	4-aminobutyrate transaminase
RXN-18218	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.147	thioglucosidase
RXN-9951	brassica_napus	REVERSIBLE		isocitrate dehydrogenase (NADP+)
RXN-9951				oxalosuccinate decarboxylase
RXN-9951				oxalsuccinic decarboxylase
RXN-9951				isocitrate (NADP) dehydrogenase
RXN-9951				isocitrate (nicotinamide adenine dinucleotide phosphate) dehydrogenase
RXN-9951				NADP-specific isocitrate dehydrogenase
RXN-9951				NADP-linked isocitrate dehydrogenase
RXN-9951				NADP isocitric dehydrogenase
RXN-9951				isocitrate dehydrogenase (NADP-dependent)
RXN-9951				NADP-dependent isocitric dehydrogenase
RXN-9951				triphosphopyridine nucleotide-linked isocitrate dehydrogenase-oxalosuccinate carboxylase
RXN-9951				NADP+-linked isocitrate dehydrogenase
RXN-9951				IDH (ambiguous)
RXN-9951				dual-cofactor-specific isocitrate dehydrogenase
RXN-9951				NADP+-ICDH
RXN-9951				NADP+-IDH
RXN-9951				IDP
RXN-9951				IDP1
RXN-9951				IDP2
RXN-9951				IDP3
RXN66-342	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.145	3-beta-hydroxy-delta5-steroid dehydrogenase
RXN-12610	brassica_napus	LEFT-TO-RIGHT	EC-2.5.1.3	thiamine phosphate synthase
RXN-12610				thiamine-phosphate diphosphorylase
RXN-14142	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.89	dGMP 5'-phosphate phosphohydrolase
CYTOKININ-7-BETA-GLUCOSYLTRANSFERASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.118	cytokinin 7-beta-glucosyltransferase
RXN-16027	brassica_napus	REVERSIBLE	EC-2.4.1.46	
RXN-18244	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.37	type 1 H-antigen N-acetyl-&alpha;-D-galactosaminyltransferase
RXN-14986	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.85	3-isopropylmalate dehydrogenase
GST-RXN	brassica_napus	REVERSIBLE	EC-2.5.1.18	glutathione transferase
GST-RXN				glutathione S-transferase
2.4.2.12-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.4.2.12	nicotinamide phosphoribosyltransferase
2.7.1.139-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.159	inositol-1,3,4-trisphosphate 5-kinase
2.7.1.139-RXN				inositol-1,3,4-trisphosphate 6-kinase
RXN-14025	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.5	UMP phosphatase
RXN-14025				5'-nucleotidase
RXN-2221	brassica_napus	LEFT-TO-RIGHT	EC-1.14.13.dx	3-methylthiopropyl glucosinolate S-oxygenase
RXN-14277	brassica_napus	REVERSIBLE	EC-2.3.1.16	hexanoyl-CoA C-acyltransferase
RXN-14277				acetyl-CoA C-acyltransferase
RXN0-7239	brassica_napus	LEFT-TO-RIGHT	EC-6.2.1.3	decanoate--CoA ligase
RXN0-7239				long-chain fatty acid-CoA ligase
3.6.3.47-RXN	brassica_napus	REVERSIBLE	EC-3.6.3.47	
2.7.13.3-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.13.3	protein histidine kinase
DTDPDEHYRHAMREDUCT-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.133	dTDP-4-dehydrorhamnose reductase
RXN-10441	brassica_napus	LEFT-TO-RIGHT	EC-4.2.3.144	(E,E)-geranyllinalool synthase
RXN-1225	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.241	digalactosyldiacylglycerol synthase
RXN-4142	brassica_napus	LEFT-TO-RIGHT	EC-1.2.1.3	aldehyde dehydrogenase (NAD)
NADPH--FERRIHEMOPROTEIN-REDUCTASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.6.2.4	NADPH-hemoprotein reductase
3.1.1.82-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.1.82	pheophoridase
RXN-12469	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.219	tRNA (adenine57-N1/adenine58-N1)-methyltransferase
NARINGENIN-CHALCONE-SYNTHASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.74	naringenin-chalcone synthase
RXN0-276	brassica_napus	REVERSIBLE	EC-1.1.1	
RXN-13197	brassica_napus	REVERSIBLE	EC-2.7.1.151	inositol-1,4,5-trisphosphate 6-kinase
RXN-13726	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.9	thiol S-methyltransferase
RXN-13726				thiophenol-S-methyltransferase
RXN3O-1803	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.86	fatty-acyl-CoA synthase
RXN3O-1803			EC-2.3.1.41	3-oxoacyl-[acyl-carrier-protein] synthase
RXN-5285	brassica_napus	LEFT-TO-RIGHT	EC-1.3.1.33	protochlorophyllide reductase
PPGPPSYN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.7.2	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase
RXN-9524	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.86	3-oxo-octanoyl-[acyl-carrier protein] reductase
RXN-9524			EC-2.3.1.85	(R)-3-hydroxyoctanoyl-[acp] reductase
RXN-9524			EC-1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH)
RXN-9524				3-oxo-pimeloyl-[acp] methyl ester reductase
RXN-9524				fatty-acyl-CoA synthase
RXN-9524				fatty acid synthase
RXN-13295	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.199	3-oxo-behenoyl-CoA synthase
RXN-13295				3-oxo-cerotoyl-CoA synthase
RXN-13295				3-oxo-arachidoyl-CoA synthase
TRANSALDOL-RXN	brassica_napus	REVERSIBLE	EC-2.2.1.2	transaldolase
RXN-7967	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.282	shikimate 3-dehydrogenase (NADP+)
RXN-5107	brassica_napus	LEFT-TO-RIGHT	EC-4.2.3.120	
INOSINE-NUCLEOSIDASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.2.2.2	inosine nucleosidase
4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN	brassica_napus	LEFT-TO-RIGHT	EC-4.1.2.52	
RXN-11475	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.197	malonyl-CoA methyltransferase
ADENYLATECYC-RXN	brassica_napus	LEFT-TO-RIGHT	EC-4.6.1.1	adenylate cyclase
RXN0-363	brassica_napus	LEFT-TO-RIGHT	EC-3.2.2.1	xanthosine nucleosidase
3.6.4.6-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.6.4.6	
RXN-12575	brassica_napus	LEFT-TO-RIGHT	EC-3.1.1.1	all-trans retinyl-ester hydrolase
RXN-12575				carboxylic ester hydrolase
RXN-12575				all-trans-retinyl-ester hydrolase
RXN1G-3993	brassica_napus	LEFT-TO-RIGHT	EC-6.2.1	C52-&alpha;-meroacyl-[acp] synthetase
RXN1G-3993				enoyl-[acyl-carrier-protein] reductase
F16ALDOLASE-RXN	brassica_napus	REVERSIBLE	EC-4.1.2.13	fructose bisphosphate aldolase
F16ALDOLASE-RXN				fructose-bisphosphate aldolase
RXN-7571	brassica_napus	REVERSIBLE	EC-2.6.1.58	L-phenylalanine:pyruvate aminotransferase
RXN0-6528	brassica_napus	LEFT-TO-RIGHT	EC-3.1.26.1	ribonuclease
RXN-7162	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.151	inositol-1,4,5-trisphosphate 6-kinase
1.14.99.33-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.14.19.39	linoleate 12-acetylenase
PROPANOATECOA-LIGASE-RXN	brassica_napus	REVERSIBLE	EC-6.2.1.13	Propionate--CoA ligase (ADP-forming)
PROPANOATECOA-LIGASE-RXN				Propionate thiokinase
PROPANOATECOA-LIGASE-RXN				Propionate-CoA synthetase (ADP-forming)
RXN-13371	brassica_napus	LEFT-TO-RIGHT	EC-3.1.1.91	2-oxo-3-(5-oxofuran-2-ylidene)propanoate lactonase
3.4.23.27-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.4.21.103	
LYXK-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.53	L-xylulose kinase
2.7.1.90-RXN	brassica_napus	REVERSIBLE	EC-2.7.1.90	diphosphate:fructose-6-phosphate 1-phosphotransferase
RXN-17948	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.31	nucleotidase
RXN-16032	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase
RXN-15910	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.20	alpha-1,4-glucosidase
RXN-1443	brassica_napus	LEFT-TO-RIGHT	EC-2.8.2.24	desulfoglucosinolate sulfotransferase
RXN-1443				indol-3-yl-methyl-desulfoglucosinolate sulfotransferase
PHOSPHAGLYPSYN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.8.5	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase
PHOSPHAGLYPSYN-RXN				phosphatidylglycerophosphate synthase
RXN-9281	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.114	nonaprenyldihydroxybenzoate methyltransferase
RXN-9281				hexaprenyldihydroxybenzoate methyltransferase
RXN-9281				3-nonaprenyl-4,5-dihydroxybenzoate methyltransferase
RXNDQC-2	brassica_napus	LEFT-TO-RIGHT	EC-1.14.13.168	indole-3-pyruvate monooxygenase
GLYCEROL-1-PHOSPHATASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.21	glycerol-1-phosphatase
RXN-17617	brassica_napus	LEFT-TO-RIGHT	EC-3.3.2.10	epoxide hydrolase
POLYNUCLEOTIDE-5-HYDROXYL-KINASE-RXN	brassica_napus	REVERSIBLE	EC-2.7.1.78	
RXN-14786	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.119	enoyl-CoA hydratase
RXN-14786				trans--2-enoyl-CoA hydratase 2
RXN-10036	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.86	phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase
FADSYN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.7.2	FMN adenylyltransferase
RXN-9558	brassica_napus	LEFT-TO-RIGHT	EC-1.3.1.9	enoyl-[acyl-carrier-protein] reductase (NADH)
NAD-KIN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.23	NAD+ kinase
DIHYDROOROT-RXN	brassica_napus	REVERSIBLE	EC-3.5.2.3	dihydroorotase
RXN0-361	brassica_napus	LEFT-TO-RIGHT	EC-3.2.2.3	uridine nucleosidase
2.4.1.228-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.228	lactosylceramide 4-&alpha;-galactosyltransferase
UROPORIIIMETHYLTRANSA-RXN	brassica_napus	LEFT-TO-RIGHT		uroporphyrin-III C-methyltransferase
UROPORIIIMETHYLTRANSA-RXN				uroporphyrinogen methyltransferase
UROPORIIIMETHYLTRANSA-RXN				uroporphyrinogen-III methyltransferase
UROPORIIIMETHYLTRANSA-RXN				adenosylmethionine-uroporphyrinogen III methyltransferase
UROPORIIIMETHYLTRANSA-RXN				S-adenosyl-L-methionine-dependent uroporphyrinogen III methylase
UROPORIIIMETHYLTRANSA-RXN				SirA
UROPORIIIMETHYLTRANSA-RXN				CysG
UROPORIIIMETHYLTRANSA-RXN				uroporphyrin-III C-methyltransferase (incorrect)
UROPORIIIMETHYLTRANSA-RXN				S-adenosyl-L-methionine:uroporphyrin-III C-methyltransferase (incorrect)
RXN-8348	brassica_napus	LEFT-TO-RIGHT	EC-2.10.1.1	molybdopterin molybdotransferase
RXN-8379	brassica_napus	LEFT-TO-RIGHT	EC-1.14.11.22	flavone synthase
GLYCERONE-KINASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.29	glycerone kinase
PNKIN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.35	pyridoxal kinase
PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.10.9.1	plastoquinol--plastocyanin reductase
PLASTOQUINOL--PLASTOCYANIN-REDUCTASE-RXN				plastoquinol-plastocyanin reductase
RXN-12694	brassica_napus	LEFT-TO-RIGHT	EC-5.3.3.1	cholestenone isomerase
RXN-9280	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.114	octaprenyldihydroxybenzoate methyltransferase
RXN-9280				hexaprenyldihydroxybenzoate methyltransferase
RXN-9280				3-octaprenyl-4,5-dihydroxybenzoate methyltransferase
3.2.1.25-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.25	beta-mannosidase
CINNAMYL-ALCOHOL-DEHYDROGENASE-RXN	brassica_napus	REVERSIBLE	EC-1.1.1.195	cinnamyl-alcohol dehydrogenase
CINNAMYL-ALCOHOL-DEHYDROGENASE-RXN				sinapyl alcohol dehydrogenase
3.1.26.11-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.26.11	3'-tRNA processing endoribonuclease
PYRROLINECARBREDUCT-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.5.1.2	pyrroline-5-carboxylate reductase
GLYRIBONUCSYN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-6.3.4.13	phosphoribosylamine-glycine ligase
RXN-16134	brassica_napus	LEFT-TO-RIGHT	EC-1.3.3.6	acyl-CoA oxidase
SERINE--TRNA-LIGASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-6.1.1.11	serine-tRNA ligase
SERINE--TRNA-LIGASE-RXN				L-serine:tRNASer ligase (AMP-forming)
RXN-10912	brassica_napus	LEFT-TO-RIGHT	EC-1.2.1.3	aldehyde dehydrogenase (NAD)
3-OXOACYL-ACP-SYNTH-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.86	3-oxoacyl-[acyl-carrier-protein] synthase
3-OXOACYL-ACP-SYNTH-RXN			EC-2.3.1.85	&beta;-ketoacyl-ACP synthase
3-OXOACYL-ACP-SYNTH-RXN			EC-2.3.1.41	fatty-acyl-CoA synthase
3-OXOACYL-ACP-SYNTH-RXN				fatty acid synthase
PGLYCDEHYDROG-RXN	brassica_napus	REVERSIBLE	EC-1.1.1.95	phosphoglycerate dehydrogenase
3.1.26.1-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.1.26.1	
RXN-8340	brassica_napus	LEFT-TO-RIGHT	EC-4.1.99.22	GTP 3',8'-cyclase
RXN-9589	brassica_napus	LEFT-TO-RIGHT	EC-2.4.2.41	xylogalacturonan &beta;-1,3-xylosyltransferase
ABC-23-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.6.3.28	ATPase-coupled organic phosphonate transmembrane transporter
3.2.2.23-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.2.2.23	oxidized purine nucleobase lesion DNA N-glycosylase
DEPHOSPHOCOAKIN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.24	dephospho-CoA kinase
PEPCARBOXYKIN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-4.1.1.49	phosphoenolpyruvate carboxykinase (ATP)
RXN-13788	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.40	rutin rhamnosidase
GUANOSINE-DIPHOSPHATASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.6.1.42	guanosine-diphosphatase
RXN-14147	brassica_napus	REVERSIBLE	EC-2.6.1.57	L-phenylalanine:2-oxoglutarate aminotransferase
RXN-14147				aromatic-amino-acid:2-oxoglutarate aminotransferase
PHOSNACMURPENTATRANS-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.8.13	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine:undecaprenyl-phosphate transferase
PHOSNACMURPENTATRANS-RXN				phospho-N-acetylmuramoyl-pentapeptide-transferase
SPHINGANINE-1-PHOSPHATE-ALDOLASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-4.1.2.27	sphinganine-1-phosphate aldolase
TCM3	brassica_napus	REVERSIBLE		
HISTOLDEHYD-RXN	brassica_napus	REVERSIBLE		histidinol dehydrogenase
RXN1F-144	brassica_napus	REVERSIBLE	EC-2.5.1.99	
1.14.13.78-RXN	brassica_napus	LEFT-TO-RIGHT		ent-kaurene 19-hydroxylase
1.14.13.78-RXN				ent-kaurene oxidase
2.7.1.157-RXN	brassica_napus	REVERSIBLE	EC-2.7.1.157	
RXN-7931	brassica_napus	REVERSIBLE	EC-5.3.3.8	dodecenoyl-CoA delta-isomerase
RXN-7931				&Delta;3,&Delta;2-enoyl-CoA isomerase
DAHPSYN-RXN	brassica_napus	REVERSIBLE	EC-2.5.1.54	2-dehydro-3-deoxyphosphoheptonate aldolase
RXN-13450	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.126	hydroxycinnamte 4-&beta;-glucosyltransferase
RXN-13450				esculetin 4-O-beta-glucosyltransferase
RXN-17150	brassica_napus	LEFT-TO-RIGHT	EC-3.5.1.9	N-formyl-&beta;-hydroxy-L-kynurenine formamidas
GALACTOSE-OXIDASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.1.3.9	galactose oxidase
SUPEROX-DISMUT-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.15.1.1	superoxide dismutase
RXN-5647	brassica_napus	LEFT-TO-RIGHT	EC-3.1.3.75	phosphocholine phosphatase
RXN-5647				phosphoethanolamine phosphatase
RXN-14058	brassica_napus	REVERSIBLE	EC-2.4.1.253	scutellarein 7-O-glucuronosyltransferase
RXN-2006	brassica_napus	LEFT-TO-RIGHT		
2.4.1.121-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.121	indole-3-acetate beta-glucosyltransferase
RXN-12128	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.173	&beta;-sitosterol glucosyltransferase
RXN-12128				sterol 3-beta-glucosyltransferase
1.1.1.51-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.51	testosterone dehydrogenase [NAD(P)]
RXN1G-3613	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1	cis,cis-&Delta;21,39-C58:2-[acp] methyltransferase-hydroxylase
RXN1G-3613				enoyl-[acyl-carrier-protein] reductase
RXN-17705	brassica_napus	LEFT-TO-RIGHT		
2.7.12.1-RXN	brassica_napus	REVERSIBLE	EC-2.7.11.11	protein serine/threonine/tyrosine kinase
2.7.12.1-RXN			EC-2.7.12.1	tyrosine-phosphorylation-regulated kinase
RXN-1825	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1	alpha-amylase
2.4.1.82-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.82	galactinol-sucrose galactosyltransferase
SULFITE-OXIDASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.8.3.1	sulfite oxidase
RXN-15117	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.315	
THYKI-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.145	thymidine kinase
THYKI-RXN			EC-2.7.1.21	deoxynucleoside kinase
RXN-14516	brassica_napus	LEFT-TO-RIGHT	EC-4.1.3.44	tRNA-4-demethylwyosine synthase
RXN66-482	brassica_napus	LEFT-TO-RIGHT	EC-1.3.1.38	trans-2-enoyl-CoA reductase (NADPH)
1.1.4.1-RXN	brassica_napus	REVERSIBLE	EC-1.17.4.4	
1.3.99.5-RXN	brassica_napus	REVERSIBLE	EC-1.3.1.22	3-oxo-5-alpha-steroid 4-dehydrogenase
GLUCONATE-2-DEHYDROGENASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.1.99.3	gluconate 2-dehydrogenase
RXN-17778	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.16	acetyl-CoA C-acyltransferase
RXN-11477	brassica_napus	LEFT-TO-RIGHT	EC-4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase
RXN-11477				3-hydroxyglutaryl-[acp] methyl ester dehydratase
RXN-9514	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.86	acetoacetyl-[acyl-carrier protein] reductase
RXN-9514			EC-2.3.1.85	acetoacetyl-[acp] reductase
RXN-9514			EC-1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH)
RXN-9514				fatty-acyl-CoA synthase
RXN-9514				3-oxo-pimeloyl-[acp] methyl ester reductase
RXN-9514				fatty acid synthase
RXN-9944	brassica_napus	LEFT-TO-RIGHT	EC-1.8.7.2	ferredoxin-thioredoxin reductase
GLUC1PADENYLTRANS-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.7.27	glucose-1-phosphate adenylyltransferase
RXN-9003	brassica_napus	LEFT-TO-RIGHT	EC-2.5.1.39	4-hydroxybenzoate decaprenyltransferase
RXN-9003				4-hydroxybenzoate nonaprenyltransferase
RXN-9697	brassica_napus	LEFT-TO-RIGHT	EC-4.3.1.23	tyrosine ammonia-lyase
RXN-9697			EC-4.3.1.25	
RXN-13588	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.259	
PRAISOM-RXN	brassica_napus	LEFT-TO-RIGHT	EC-5.3.1.24	phosphoribosylanthranilate isomerase
RXN66-336	brassica_napus	LEFT-TO-RIGHT	EC-2.3.2.2	leukotriene-C4 gamma-glutamyl transferase
RXN66-336				gamma-glutamyltransferase
RXN-11246	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.16	acetyl-CoA C-acyltransferase
RXN-8450	brassica_napus	LEFT-TO-RIGHT	EC-1.14.11.23	flavonol synthase
RXN-12518	brassica_napus	LEFT-TO-RIGHT	EC-1.3.3.6	acyl-CoA oxidase
RXN-2562	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.95	tocopherol O-methyltransferase
PHOSPHATIDYLCHOLINE-DESATURASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-1.14.19.22	phosphatidylcholine desaturase
RXN-13297	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.199	3-oxo-lignoceronyl-CoA synthase
RXN-13297				3-oxo-cerotoyl-CoA synthase
RXN-13297				3-oxo-arachidoyl-CoA synthase
RXN-14286	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.1	maltodextrin phosphorylase
RXN-14286				phosphorylase
RXN1G-499	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.41	3-oxo-lignoceroyl-[acyl-carrier protein] synthase
RXN1G-499				3-oxoacyl-[acyl-carrier-protein] synthase
RXN1G-499				3-oxo-lignoceroyl-[acp] synthase
3.2.1.60-RXN	brassica_napus	LEFT-TO-RIGHT	EC-3.2.1.60	
2.1.1.127-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.1.1.127	[ribulose-bisphosphate carboxylase]-lysine N-methyltransferase
TCX10	brassica_napus	REVERSIBLE		
RXN-16562	brassica_napus	LEFT-TO-RIGHT	EC-1.2.1.84	
RXN-14987	brassica_napus	LEFT-TO-RIGHT	EC-4.3.1.23	L-dopa ammonia-lyase
RXN-14987			EC-4.3.1.25	
RXN-1124	brassica_napus	REVERSIBLE		
RXN3O-328	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.24	4-hydroxysphinganine N-acyltransferase
RXN3O-328				ceramide synthase
RXN3O-328				sphingosine N-acyltransferase
7KAPSYN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.3.1.47	8-amino-7-oxononanoate synthase
RXN-12057	brassica_napus	LEFT-TO-RIGHT	EC-3.1.4.37	2',3'-cyclic-nucleotide 3'-phosphodiesterase
RXN-17777	brassica_napus	LEFT-TO-RIGHT	EC-1.1.1.35	3-hydroxyacyl-CoA dehydrogenase
HOMOSERKIN-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.7.1.39	homoserine kinase
2.4.1.223-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.4.1.223	acetylglucosaminyltransferase
2.4.1.223-RXN				glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase
RXN-16030	brassica_napus	REVERSIBLE	EC-3.1.3.4	phosphatidate phosphatase
ATP-CITRATE-PRO-S--LYASE-RXN	brassica_napus	LEFT-TO-RIGHT	EC-2.3.3.8	ATP citrate synthase
ATP-CITRATE-PRO-S--LYASE-RXN				ATP-citrate synthase
RXN-16778	brassica_napus	LEFT-TO-RIGHT	EC-2.4.2.51	cyanidin 3-O-glucoside 2-O''-xylosyltransferase
RXN-11835	brassica_napus	LEFT-TO-RIGHT	EC-5.4.99.21	23S rRNA pseudouridine2604 synthase
