gene	in@metabolic_network	TRANSCRIPTION-DIRECTION	RIGHT-END-POSITION	LEFT-END-POSITION	CENTISOME-POSITION
BnaC06g29630D	brassica_napus	NEGATIVE	30517938	30515250	81.97305    
BnaA04g07090D	brassica_napus	NEGATIVE	5795888	5794827	30.25757    
BnaA06g38220D	brassica_napus	POSITIVE	432390	431977	18.890186    
BnaA05g17780D	brassica_napus	NEGATIVE	12762267	12755308	55.29535    
BnaC03g73030D	brassica_napus	POSITIVE	1188099	1186660	18.228777    
BnaC03g30240D	brassica_napus	NEGATIVE	18319373	18317061	30.239449    
BnaAnng26980D	brassica_napus	NEGATIVE	30927929	30926298	63.55808    
BnaA08g28540D	brassica_napus	NEGATIVE	18738166	18736276	98.809906    
BnaA02g06860D	brassica_napus	NEGATIVE	3258596	3256186	13.1331    
BnaC03g01820D	brassica_napus	POSITIVE	871223	869192	1.4349403    
BnaC03g58160D	brassica_napus	NEGATIVE	47552979	47548887	78.49798    
BnaC07g06280D	brassica_napus	NEGATIVE	10023015	10020160	22.381178    
BnaC03g57480D	brassica_napus	POSITIVE	46821316	46818563	77.29229    
BnaC05g03590D	brassica_napus	POSITIVE	1752846	1749087	4.0501976    
BnaA05g18340D	brassica_napus	NEGATIVE	13641486	13640155	59.131233    
BnaA06g29500D	brassica_napus	POSITIVE	20096450	20096022	82.37295    
BnaAnng07780D	brassica_napus	NEGATIVE	7897288	7896839	16.229162    
BnaC09g42120D	brassica_napus	POSITIVE	43813093	43810993	90.316635    
BnaC05g04220D	brassica_napus	POSITIVE	2052800	2051397	4.7502284    
BnaC03g73610D	brassica_napus	POSITIVE	1682625	1680241	25.810879    
BnaA09g37780D	brassica_napus	POSITIVE	27163676	27163080	80.20909    
BnaC04g14350D	brassica_napus	POSITIVE	11687763	11684618	23.880157    
BnaA07g33110D	brassica_napus	POSITIVE	22786597	22783241	94.90439    
BnaC07g23810D	brassica_napus	POSITIVE	30241588	30235380	67.534195    
BnaAnng18810D	brassica_napus	NEGATIVE	19978129	19977419	41.05653    
BnaA09g12760D	brassica_napus	POSITIVE	6796141	6795527	20.066319    
BnaC04g38440D	brassica_napus	NEGATIVE	39631395	39630282	80.99344    
BnaCnng44820D	brassica_napus	NEGATIVE	43964717	43964592	54.49804    
BnaA10g10560D	brassica_napus	NEGATIVE	9004485	9003915	51.751907    
BnaAnng39510D	brassica_napus	NEGATIVE	44964226	44963633	92.40686    
BnaA05g04290D	brassica_napus	POSITIVE	2299373	2297761	9.96099    
BnaA06g10390D	brassica_napus	POSITIVE	5509167	5508559	22.579407    
BnaA01g02280D	brassica_napus				
BnaC04g51130D	brassica_napus	POSITIVE	48432689	48432291	98.98234    
BnaC02g22970D	brassica_napus	NEGATIVE	20006483	19999865	43.26933    
BnaA09g16570D	brassica_napus	NEGATIVE	9977336	9976492	29.459301    
BnaA09g08480D	brassica_napus	POSITIVE	4237559	4236329	12.5093355    
BnaC04g49070D	brassica_napus	NEGATIVE	47397171	47395422	96.863266    
BnaA06g08560D	brassica_napus	NEGATIVE	4626482	4625090	18.958096    
BnaC04g46990D	brassica_napus	NEGATIVE	46127649	46126461	94.26985    
BnaC02g12940D	brassica_napus	POSITIVE	8276641	8275047	17.902908    
BnaC04g11710D	brassica_napus	NEGATIVE	9158260	9155369	18.711067    
BnaC06g39260D	brassica_napus	POSITIVE	36467573	36466799	97.96070    
BnaA08g05930D	brassica_napus	NEGATIVE	5792317	5791888	30.54481    
BnaA06g01400D	brassica_napus	NEGATIVE	869975	868820	3.561265    
BnaAnng27360D	brassica_napus	NEGATIVE	31286250	31283654	64.292496    
BnaAnng08030D	brassica_napus	NEGATIVE	8073297	8068978	16.582933    
BnaA09g41120D	brassica_napus	NEGATIVE	28766228	28764063	84.93659    
BnaA09g05200D	brassica_napus	POSITIVE	2562821	2556173	7.5480504    
BnaC05g08340D	brassica_napus	POSITIVE	4360510	4358458	10.092475    
BnaA06g36580D	brassica_napus	NEGATIVE	23945163	23942445	98.139305    
BnaA02g31710D	brassica_napus	POSITIVE	22847277	22841992	92.128075    
BnaA05g14220D	brassica_napus	POSITIVE	8711764	8711002	37.762936    
BnaA09g55210D	brassica_napus	NEGATIVE	3094646	3093275	74.8185    
BnaC01g35420D	brassica_napus	NEGATIVE	34832211	34831331	89.7037    
BnaCnng36930D	brassica_napus	POSITIVE	35227756	35226715	43.666664    
BnaAnng01400D	brassica_napus	POSITIVE	845231	843291	1.7330866    
BnaA03g03970D	brassica_napus	NEGATIVE	1857701	1856050	6.235158    
BnaCnng60250D	brassica_napus	NEGATIVE	60031916	60030283	74.4129    
BnaC01g28830D	brassica_napus	NEGATIVE	26872442	26865084	69.18763    
BnaCnng70090D	brassica_napus	POSITIVE	70131956	70130556	86.9331    
BnaC02g02360D	brassica_napus	POSITIVE	1054380	1053101	2.2783642    
BnaC01g38620D	brassica_napus	NEGATIVE	37616753	37615407	96.87373    
BnaA07g17510D	brassica_napus	NEGATIVE	14642831	14641276	60.988747    
BnaC04g35750D	brassica_napus	POSITIVE	37252634	37250097	76.129    
BnaCnng57020D	brassica_napus	POSITIVE	56802886	56801379	70.410385    
BnaC03g13470D	brassica_napus	NEGATIVE	6517062	6514614	10.75491    
BnaC03g60490D	brassica_napus	NEGATIVE	49607899	49606074	81.894165    
BnaC09g13540D	brassica_napus	POSITIVE	10148417	10145680	20.915382    
BnaA08g13270D	brassica_napus	POSITIVE	11519773	11516417	60.73438    
BnaA05g28280D	brassica_napus	NEGATIVE	20126295	20125090	87.24398    
BnaC06g09790D	brassica_napus	POSITIVE	11622271	11621067	31.21765    
BnaA05g13460D	brassica_napus	POSITIVE	8202459	8200485	35.5498    
BnaCnng59240D	brassica_napus	POSITIVE	58912620	58910163	73.024414    
BnaA05g15360D	brassica_napus	POSITIVE	9817383	9815007	42.548893    
BnaA01g18590D	brassica_napus	POSITIVE	10085926	10083616	43.33711    
BnaA01g37370D	brassica_napus	NEGATIVE	2651389	2650155	98.61831    
BnaC01g35630D	brassica_napus	POSITIVE	35059073	35055798	90.281784    
BnaC06g19900D	brassica_napus	NEGATIVE	22030514	22023732	59.162308    
BnaC07g00460D	brassica_napus	POSITIVE	671553	670837	1.4983915    
BnaA10g29110D	brassica_napus	NEGATIVE	1564678	1563677	68.630424    
BnaC09g40650D	brassica_napus	POSITIVE	43018054	43008069	88.6614    
BnaA05g02220D	brassica_napus	POSITIVE	1251010	1248351	5.411708    
BnaAnng36500D	brassica_napus	NEGATIVE	41424054	41421514	85.12728    
BnaC02g06520D	brassica_napus	NEGATIVE	3496255	3494460	7.560198    
BnaA08g23060D	brassica_napus	NEGATIVE	16556445	16555888	87.31115    
BnaC09g33420D	brassica_napus	NEGATIVE	36679165	36676181	75.60818    
BnaC07g29990D	brassica_napus	POSITIVE	34649721	34646651	77.387276    
BnaC05g30940D	brassica_napus	POSITIVE	30019120	30018490	69.51102    
BnaA06g31340D	brassica_napus	NEGATIVE	21091044	21087362	86.43642    
BnaC04g43500D	brassica_napus	POSITIVE	43876652	43875598	89.66971    
BnaA07g00340D	brassica_napus	POSITIVE	287940	287340	1.1969249    
BnaC01g36940D	brassica_napus	NEGATIVE	36086014	36083988	92.929756    
BnaA06g17320D	brassica_napus	POSITIVE	9867218	9861021	40.420006    
BnaC02g19240D	brassica_napus	NEGATIVE	15526039	15524261	33.586445    
BnaC07g40930D	brassica_napus	POSITIVE	41029901	41028456	91.64177    
BnaC01g09880D	brassica_napus	NEGATIVE	5824904	5821934	14.993656    
BnaA08g19760D	brassica_napus	POSITIVE	15102884	15102009	79.6438    
BnaA06g25380D	brassica_napus	POSITIVE	17547611	17545532	71.91857    
BnaA01g24360D	brassica_napus	POSITIVE	16758203	16755150	72.00986    
BnaA09g37820D	brassica_napus	NEGATIVE	27173027	27172690	80.237465    
BnaA03g40260D	brassica_napus	NEGATIVE	20130640	20127384	67.61532    
BnaCnng52300D	brassica_napus	POSITIVE	51820550	51819854	64.235344    
BnaAnng27830D	brassica_napus	POSITIVE	31822315	31821845	65.39856    
BnaC03g19460D	brassica_napus	NEGATIVE	10138870	10135656	16.732853    
BnaC06g38950D	brassica_napus	NEGATIVE	36327829	36327193	97.58566    
BnaC03g40580D	brassica_napus	POSITIVE	25499109	25497603	42.093735    
BnaA09g24440D	brassica_napus	NEGATIVE	17146988	17146254	50.630688    
BnaA10g06960D	brassica_napus	NEGATIVE	5453656	5450165	31.325977    
BnaA02g27460D	brassica_napus	POSITIVE	20240601	20240062	81.63377    
BnaC09g46910D	brassica_napus	NEGATIVE	46535221	46533358	95.92881    
BnaA09g39320D	brassica_napus	POSITIVE	27885855	27883279	82.33575    
BnaC06g25160D	brassica_napus	NEGATIVE	26720931	26719533	71.77662    
BnaA02g35600D	brassica_napus	POSITIVE	381625	379955	23.402052    
BnaAnng22740D	brassica_napus	POSITIVE	25575897	25572088	52.554394    
BnaC06g27570D	brassica_napus	NEGATIVE	28820489	28818300	77.41454    
BnaAnng36830D	brassica_napus	POSITIVE	41773539	41772448	85.8485    
BnaC03g65320D	brassica_napus	POSITIVE	55001755	54999759	90.798546    
BnaA10g27540D	brassica_napus	POSITIVE	17325665	17324295	99.57506    
BnaC03g78250D	brassica_napus	POSITIVE	6447561	6445152	99.00665    
BnaC05g26450D	brassica_napus	POSITIVE	22499573	22498125	52.0968    
BnaC07g28890D	brassica_napus	POSITIVE	33887760	33885561	75.68729    
BnaA08g05370D	brassica_napus	POSITIVE	5365873	5363083	28.28341    
BnaC09g04140D	brassica_napus	NEGATIVE	2361913	2361725	4.868711    
BnaA09g42950D	brassica_napus	POSITIVE	29884127	29880857	88.23433    
BnaC09g34870D	brassica_napus	NEGATIVE	38316132	38314697	78.98600    
BnaA03g25210D	brassica_napus	POSITIVE	12189987	12188228	40.94476    
BnaC02g18410D	brassica_napus	POSITIVE	14541612	14540678	31.458483    
BnaA01g06940D	brassica_napus	NEGATIVE	3270579	3267311	14.042166    
BnaA03g04400D	brassica_napus	POSITIVE	2057360	2054641	6.9022985    
BnaCnng36490D	brassica_napus	NEGATIVE	34919762	34918220	43.284256    
BnaA06g36680D	brassica_napus	NEGATIVE	23995126	23990366	98.33574    
BnaAnng04400D	brassica_napus	NEGATIVE	4793649	4789706	9.843549    
BnaC06g02660D	brassica_napus	NEGATIVE	3445801	3445592	9.255887    
BnaA03g04720D	brassica_napus	NEGATIVE	2204622	2204410	7.405428    
BnaA09g38000D	brassica_napus	POSITIVE	27268351	27265933	80.512794    
BnaC03g64570D	brassica_napus	POSITIVE	53912052	53908018	88.99620    
BnaAnng15060D	brassica_napus	POSITIVE	16108936	16108727	33.105797    
BnaA07g33140D	brassica_napus	POSITIVE	22807273	22806674	95.002    
BnaC01g39710D	brassica_napus	NEGATIVE	38278532	38277093	98.57781    
BnaA09g13170D	brassica_napus	NEGATIVE	7196064	7194843	21.245447    
BnaC04g03740D	brassica_napus	POSITIVE	2684044	2679536	5.4762373    
BnaA09g55050D	brassica_napus	NEGATIVE	3022670	3019331	73.029976    
BnaA10g03470D	brassica_napus	NEGATIVE	1788951	1786940	10.270816    
BnaA10g05680D	brassica_napus	NEGATIVE	3649682	3647091	20.962427    
BnaA06g25210D	brassica_napus	NEGATIVE	17442111	17440253	71.48703    
BnaC01g10050D	brassica_napus	NEGATIVE	5917197	5913476	15.229411    
BnaA03g49120D	brassica_napus	POSITIVE	25270762	25267848	84.88404    
BnaC04g34420D	brassica_napus	NEGATIVE	36040040	36037791	73.651375    
BnaC05g42790D	brassica_napus	POSITIVE	39984092	39982437	92.58359    
BnaC08g23450D	brassica_napus	POSITIVE	25689870	25687622	66.760826    
BnaA08g23080D	brassica_napus	NEGATIVE	16560835	16559754	87.33154    
BnaC03g52480D	brassica_napus	POSITIVE	37313922	37310299	61.595196    
BnaC02g08300D	brassica_napus	POSITIVE	4520898	4519053	9.776886    
BnaA08g10520D	brassica_napus	NEGATIVE	9740463	9737862	51.35478    
BnaA09g47050D	brassica_napus	NEGATIVE	31766329	31765257	93.79872    
BnaA07g30980D	brassica_napus	POSITIVE	21789879	21788891	90.7624    
BnaA02g08980D	brassica_napus	POSITIVE	4462568	4461324	17.993753    
BnaC05g41790D	brassica_napus	NEGATIVE	39351554	39351312	91.122154    
BnaA01g33530D	brassica_napus	POSITIVE	22711083	22709122	97.59869    
BnaA04g08580D	brassica_napus	POSITIVE	7600350	7598166	39.673668    
BnaCnng78440D	brassica_napus	NEGATIVE	80112639	80112005	99.306    
BnaA07g19180D	brassica_napus	NEGATIVE	15457377	15454398	64.37584    
BnaC09g32880D	brassica_napus	NEGATIVE	36129978	36127611	74.477295    
BnaC01g44050D	brassica_napus	POSITIVE	3690309	3689465	83.140625    
BnaC02g44410D	brassica_napus	NEGATIVE	167593	163815	3.1823595    
BnaC03g69200D	brassica_napus	NEGATIVE	58932240	58930743	97.28817    
BnaA05g31260D	brassica_napus	POSITIVE	21575335	21571256	93.51323    
BnaA04g19410D	brassica_napus	NEGATIVE	15304360	15302593	79.902176    
BnaC04g23140D	brassica_napus	NEGATIVE	24242298	24240888	49.541737    
BnaA06g34270D	brassica_napus	POSITIVE	22646469	22645249	92.82214    
BnaA04g16260D	brassica_napus	NEGATIVE	13275142	13273363	69.306595    
BnaCnng42760D	brassica_napus	NEGATIVE	41784798	41784151	51.79519    
BnaA01g22600D	brassica_napus	NEGATIVE	14934469	14931533	64.17236    
BnaC07g19540D	brassica_napus	POSITIVE	26294188	26292280	58.72683    
BnaA03g41470D	brassica_napus	NEGATIVE	20802659	20801151	69.87875    
BnaC04g36000D	brassica_napus	NEGATIVE	37519000	37518066	76.67665    
BnaC01g27480D	brassica_napus	NEGATIVE	25123689	25123323	64.70195    
BnaAnng04290D	brassica_napus	NEGATIVE	4399710	4399264	9.041133    
BnaA03g20340D	brassica_napus	NEGATIVE	9700499	9699046	32.58268    
BnaC01g03710D	brassica_napus	POSITIVE	1938968	1931584	4.9745507    
BnaC08g34310D	brassica_napus	NEGATIVE	32400812	32397233	84.19876    
BnaA07g08470D	brassica_napus	NEGATIVE	8577756	8573187	35.71191    
BnaA03g29230D	brassica_napus	NEGATIVE	14222141	14219875	47.769814    
BnaC01g39930D	brassica_napus	NEGATIVE	38379669	38378506	98.83899    
BnaA06g13210D	brassica_napus	NEGATIVE	6904360	6903195	28.295973    
BnaC02g24210D	brassica_napus	POSITIVE	21511353	21509871	46.5362    
BnaA01g36520D	brassica_napus	POSITIVE	2074302	2072584	77.12557    
BnaA05g20610D	brassica_napus	NEGATIVE	15961351	15959136	69.18421    
BnaC08g34840D	brassica_napus	POSITIVE	32840950	32839051	85.34703    
BnaC08g18580D	brassica_napus	POSITIVE	21682188	21679020	56.342674    
BnaC09g45220D	brassica_napus	POSITIVE	45680152	45678878	94.1673    
BnaA10g29130D	brassica_napus	NEGATIVE	1570248	1566805	68.767715    
BnaA03g23090D	brassica_napus	NEGATIVE	11008233	11005747	36.97237    
BnaC04g38120D	brassica_napus	NEGATIVE	39416120	39412382	80.54812    
BnaC01g38090D	brassica_napus	NEGATIVE	37169048	37163353	95.70952    
BnaA01g05120D	brassica_napus	NEGATIVE	2402020	2400521	10.316898    
BnaC04g18590D	brassica_napus	POSITIVE	18387035	18382701	37.569202    
BnaA06g03090D	brassica_napus	POSITIVE	1871192	1869159	7.661623    
BnaA05g32910D	brassica_napus	NEGATIVE	22464021	22463106	97.37948    
BnaA07g16710D	brassica_napus	NEGATIVE	14139902	14138450	58.89421    
BnaA03g33460D	brassica_napus	NEGATIVE	16202853	16200546	54.42362    
BnaC02g31120D	brassica_napus	NEGATIVE	33232499	33230342	71.89322    
BnaA10g25900D	brassica_napus	NEGATIVE	16594946	16593454	95.37439    
BnaC02g32200D	brassica_napus	NEGATIVE	34677663	34675165	75.01906    
BnaA07g35690D	brassica_napus	POSITIVE	23918671	23916940	99.626854    
BnaA06g26720D	brassica_napus	NEGATIVE	18345719	18342531	75.18545    
BnaC07g25800D	brassica_napus	NEGATIVE	31789828	31788802	71.00394    
BnaC09g52570D	brassica_napus	NEGATIVE	1915201	1914341	43.136364    
BnaC06g43820D	brassica_napus	NEGATIVE	3249305	3247960	96.48437    
BnaC08g47080D	brassica_napus	POSITIVE	1749247	1748731	38.697918    
BnaC08g16020D	brassica_napus	NEGATIVE	20242840	20240118	52.603043    
BnaAnng11560D	brassica_napus	NEGATIVE	12531510	12530208	25.751415    
BnaA03g48770D	brassica_napus	POSITIVE	25017949	25016571	84.03991    
BnaC06g31570D	brassica_napus	NEGATIVE	32070368	32068977	86.14683    
BnaA09g34780D	brassica_napus	NEGATIVE	25430608	25429206	75.08918    
BnaA03g22030D	brassica_napus	NEGATIVE	10430455	10428503	35.033195    
BnaA04g15580D	brassica_napus	NEGATIVE	12896145	12893766	67.32454    
BnaA06g01460D	brassica_napus	NEGATIVE	907026	904600	3.7079263    
BnaA01g29910D	brassica_napus	NEGATIVE	20653575	20651885	88.75714    
BnaA10g30150D	brassica_napus	POSITIVE	2093985	2092212	91.82804    
BnaC04g10780D	brassica_napus	POSITIVE	8401042	8400242	17.167793    
BnaC01g04670D	brassica_napus	NEGATIVE	2455919	2451014	6.3122773    
BnaCnng76140D	brassica_napus	NEGATIVE	77177794	77177183	95.66802    
BnaAnng21320D	brassica_napus	POSITIVE	23656741	23655446	48.61541    
BnaC05g10320D	brassica_napus	POSITIVE	5873574	5872299	13.597934    
BnaC03g72090D	brassica_napus	POSITIVE	517649	514077	7.8969502    
BnaC01g10520D	brassica_napus	NEGATIVE	6257550	6254844	16.10856    
BnaA03g10030D	brassica_napus	POSITIVE	4505158	4503364	15.128464    
BnaC01g31470D	brassica_napus	NEGATIVE	30309075	30304849	78.04631    
BnaA10g17860D	brassica_napus	NEGATIVE	13083438	13080410	75.18243    
BnaC09g25680D	brassica_napus	NEGATIVE	25285544	25284783	52.12474    
BnaA06g38840D	brassica_napus	NEGATIVE	908376	904693	39.561874    
BnaCnng40870D	brassica_napus	NEGATIVE	39424269	39422759	48.868034    
BnaC03g01950D	brassica_napus	NEGATIVE	933224	931833	1.5383537    
BnaC08g48370D	brassica_napus	NEGATIVE	3321136	3320813	73.48675    
BnaC07g41920D	brassica_napus	POSITIVE	41629660	41629136	92.98345    
BnaC08g12340D	brassica_napus	NEGATIVE	17484059	17482319	45.435665    
BnaC02g37440D	brassica_napus	NEGATIVE	40334720	40332126	87.2578    
BnaA06g11750D	brassica_napus	POSITIVE	6096710	6094117	24.97959    
BnaC07g07330D	brassica_napus	POSITIVE	11629593	11628382	25.973326    
BnaC07g10250D	brassica_napus	POSITIVE	15763882	15761861	35.20593    
BnaA03g01980D	brassica_napus	NEGATIVE	904069	902704	3.0325162    
BnaC06g10390D	brassica_napus	NEGATIVE	12562651	12560709	33.741806    
BnaA06g01560D	brassica_napus	POSITIVE	970555	965603	3.9579756    
BnaA10g28880D	brassica_napus	POSITIVE	1330418	1329684	58.36038    
BnaC06g32200D	brassica_napus	NEGATIVE	32504657	32502121	87.31038    
BnaC09g23250D	brassica_napus	NEGATIVE	20795662	20793479	42.86589    
BnaA06g00620D	brassica_napus	NEGATIVE	429570	427893	1.7539196    
BnaC03g31360D	brassica_napus	NEGATIVE	19186396	19183308	31.66953    
BnaC08g26020D	brassica_napus	NEGATIVE	27517341	27515606	71.511665    
BnaA06g34630D	brassica_napus	POSITIVE	22868926	22864664	93.72152    
BnaA03g02360D	brassica_napus	POSITIVE	1088368	1087755	3.6541712    
BnaC05g32350D	brassica_napus	NEGATIVE	32005840	32005211	74.11148    
BnaA04g15860D	brassica_napus	NEGATIVE	13051904	13050186	68.14127    
BnaC02g00780D	brassica_napus	NEGATIVE	314401	313577	0.6784179    
BnaA10g15440D	brassica_napus	NEGATIVE	11994810	11992112	68.92721    
BnaC09g05940D	brassica_napus	NEGATIVE	3602342	3600617	7.4226947    
BnaA01g16750D	brassica_napus	POSITIVE	8740484	8736923	37.549324    
BnaC01g09170D	brassica_napus	POSITIVE	5228471	5226504	13.460201    
BnaA05g20400D	brassica_napus	NEGATIVE	15788114	15781227	68.41296    
BnaC03g37910D	brassica_napus	POSITIVE	23195860	23193235	38.28948    
BnaA06g12790D	brassica_napus	POSITIVE	6650640	6649721	27.256992    
BnaA01g02700D	brassica_napus	NEGATIVE	1341750	1339988	5.7589664    
BnaA01g06540D	brassica_napus	NEGATIVE	3031066	3029837	13.021557    
BnaA08g11950D	brassica_napus	NEGATIVE	10693202	10691741	56.385265    
BnaA08g30660D	brassica_napus	POSITIVE	1638243	1635483	77.111015    
BnaCnng70440D	brassica_napus	POSITIVE	70473766	70473152	87.35778    
BnaC08g36500D	brassica_napus	NEGATIVE	33753628	33750821	87.71667    
BnaC02g39980D	brassica_napus	POSITIVE	42846356	42840010	92.68355    
BnaAnng24240D	brassica_napus	NEGATIVE	27963767	27962924	57.467907    
BnaCnng05230D	brassica_napus	NEGATIVE	4906457	4904715	6.079833    
BnaA03g21930D	brassica_napus	NEGATIVE	10386765	10385362	34.88827    
BnaA03g04660D	brassica_napus	NEGATIVE	2174406	2172240	7.297357    
BnaC03g72720D	brassica_napus	POSITIVE	931579	930470	14.293335    
BnaC06g17550D	brassica_napus	POSITIVE	20158621	20155476	54.143612    
BnaC09g45660D	brassica_napus	POSITIVE	45891859	45889705	94.60191    
BnaA06g09390D	brassica_napus	POSITIVE	5033509	5030941	20.621664    
BnaC02g31510D	brassica_napus	POSITIVE	33721130	33718069	72.9484    
BnaA09g20020D	brassica_napus	NEGATIVE	13009701	13007680	38.410007    
BnaA05g35440D	brassica_napus	POSITIVE	824697	823900	27.303326    
BnaC09g01750D	brassica_napus	POSITIVE	972580	970228	2.0001311    
BnaA07g25950D	brassica_napus	NEGATIVE	19143437	19141226	79.73345    
BnaC03g13540D	brassica_napus	POSITIVE	6543148	6542698	10.801273    
BnaA06g01840D	brassica_napus	NEGATIVE	1083700	1082606	4.4375668    
BnaA06g39390D	brassica_napus	POSITIVE	1536957	1535584	67.15049    
