compound	INCHI-KEY	MOLECULAR-WEIGHT	COMMON-NAME	SMILES
5Z13E-15S-1115-DIHYDROXY-9-OXOPROS			(5Z,13E)-(15S)-11&alpha;15-Dihydroxy-9-oxoprost-13-enoate	
5Z13E-15S-1115-DIHYDROXY-9-OXOPROS			Dinoprostone	
CPD0-2463	InChIKey=OXGUIUWFXGIWNM-TXICZTDVSA-K	289.052    	5-phospho-&alpha;-D-ribose 1,2-cyclic phosphate	C(C1(OC2(C(C1O)OP(O2)([O-])=O)))OP([O-])([O-])=O
CPD0-2463			5-phospho-&alpha;-D-ribosyl 1,2-cyclic phosphate	
CPD0-2463			&alpha;-D-ribose-1,2-cyclic-phosphate 5-phosphate	
CPD-15688	InChIKey=ARQUZFJQPYWSSL-NBLUIMTHSA-J	941.776    	3-cis, 5-trans-dodecadienoyl-CoA	CCCCCCC=CC=CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
4-METHYLBENZYL-ALCOHOL	InChIKey=KMTDMTZBNYGUNX-UHFFFAOYSA-N	122.166    	4-methylbenzyl alcohol	CC1(C=CC(=CC=1)CO)
4-METHYLBENZYL-ALCOHOL			p-methylbenzyl alcohol	
4-METHYLBENZYL-ALCOHOL			p-tolylcarbinol	
4-METHYLBENZYL-ALCOHOL			4-tolylcarbinol	
4-METHYLBENZYL-ALCOHOL			p-tolyl alcohol	
4-METHYLBENZYL-ALCOHOL			4-(hydroxymethyl)toluene	
4-METHYLBENZYL-ALCOHOL			4-methyl-benzenemethanol	
4-METHYLBENZYL-ALCOHOL			&alpha;-Hydroxy-p-xylene	
25S-rRNA-N1-methyladenine-645			N1-methyladenine645 in 25S rRNA	
25S-rRNA-N3-methyl-uracil-2634			an N3-methyluracil2634 in 25S rRNA	
CPD-425	InChIKey=QIAFMBKCNZACKA-UHFFFAOYSA-M	178.167    	hippurate	C(=O)([O-])CNC(=O)C1(C=CC=CC=1)
CPD-425			hippuric acid	
CPD-425			N-benzoylglycine	
CPD-425			benzoylaminoacetic acid	
FAD	InChIKey=IMGVNJNCCGXBHD-UYBVJOGSSA-K	782.533    	FAD	CC6(=C(C)C=C5(C(N=C1(C(=O)[N-]C(=O)N=C1N(CC(C(O)C(O)COP(OP([O-])(OCC4(C(O)C(O)C(N3(C=NC2(C(N)=NC=NC=23)))O4))=O)([O-])=O)O)5))=C6))
FAD			flavin adenine dinucleotide oxidized	
FAD			flavin adenine dinucleotide	
FAD			flavitan	
CPD-18490	InChIKey=AVRCOFDAWHWKMB-MNTHWFIHSA-J	1104.05    	(2E,9Z,12Z,15Z,18Z)-tetracosa-2,9,12,15,18-pentaenoyl-CoA	CCCCCC=CCC=CCC=CCC=CCCCCCC=CC(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])=O
CPD-18490			(2E,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA	
CPD-10477	InChIKey=VEDWXCWBMDQNCV-SCFUHWHPSA-M	413.366    	futalosine	C1(=NC2(=C(C(=O)N1)N=CN2C4(C(O)C(O)C(CCC(C3(C=C(C([O-])=O)C=CC=3))=O)O4)))
CPD-10477			3-{3-[(2R,3S,4R,5R)-3,4-dihydroxy-5-(6-oxo-1,6-dihydro-9H-purin-9-yl)tetrahydrofuran-2-yl]propanoyl}benzoic acid	
CPD-14772	InChIKey=GTCSHNMTNCXODY-CCAJQFMUSA-I	1030.89    	hexadecanedioyl-CoA	CC(C)(C(O)C(=O)NCCC(=O)NCCSC(=O)CCCCCCCCCCCCCCC(=O)[O-])COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-14772			hexadecanedioyl coenzyme A	
CPD-14772			hexadecanedioic acid-CoA	
CPD-14772			C16:0-DCA-CoA	
CPD-14772			16-carboxy-palmitoyl-CoA	
CPD-14772			16-carboxy-hexadecanoyl-CoA	
25S-rRNA-adenine-645			adenine645 in 25S rRNA	
CPD-8123	InChIKey=HDAJUGGARUFROU-JSUDGWJLSA-J	519.251    	MoO2-molybdopterin cofactor	C(OP([O-])(=O)[O-])C2(C1(S[Mo](=O)(=O)SC=1[CH]3([CH](O2)NC4(=C(N3)C(=O)NC(N)=N4))))
CPD-8123			MoCo (dioxyo)	
CPD-8123			molybdenum cofactor (dioxyo)	
CPD-8123			MoO2(OH)Dtpp-mP	
CPD-8123			{[(5aR,8R,9aR)-2-amino-4-oxo-6,7-di(sulfanyl-&kappa;S)-1,5,5a,8,9a,10-hexahydro-4H-pyrano[3,2-g]pteridin-8-yl]methyl dihydrogenato(2-) phosphate}(dioxo)molybdate	
CPD-8123			MoO2-Mo-MPT	
CPD-15689	InChIKey=ZSJRXHRCABOSNC-UOVVPLBNSA-J	941.776    	2-trans, 5-trans-dodecadienoyl-CoA	CCCCCCC=CCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-15689			2E, 5E-dodecadienoyl-CoA	
25S-rRNA-uracil-2634			a uracil2634 in 25S rRNA	
General-Protein-Substrates			a protein	
PORPHOBILINOGEN	InChIKey=QSHWIQZFGQKFMA-UHFFFAOYSA-M	225.224    	porphobilinogen	C(C1(=C(C(=CN1)CCC(=O)[O-])CC(=O)[O-]))[N+]
NARINGIN	InChIKey=DFPMSGMNTNDNHN-ZPHOTFPESA-N	580.541    	naringin	CC5(OC(OC4(C(O)C(O)C(CO)OC(OC1(=CC(O)=C2(C(=O)CC(OC(=C1)2)C3(C=CC(O)=CC=3))))4))C(O)C(O)C(O)5)
NARINGIN			naringenin 7-O-(&alpha;-L-rhamnosyl-(1,2)-&beta;-D-glucoside)	
CPD-7602	InChIKey=YUTUUCYDXGWRNU-XQQFMLRXSA-M	362.318    	7,8-didemethyl-8-hydroxy-5-deazariboflavin	C(O)C(O)C(O)C(O)CN3(C1(C(C(=O)[N-]C(=O)N=1)=CC2(=CC=C(O)C=C23)))
CPD-7602			FO	
CPD-7602			cosynthetic factor I	
CPD-7602			CF-I	
SO3	InChIKey=LSNNMFCWUKXFEE-UHFFFAOYSA-L	80.058    	sulfite	[O-]S([O-])=O
SO3			SO3	
SO3			SO3-2	
9-cis-Epoxycarotenoids			a 9-cis-epoxycarotenoid	
OH-MYRISTOYL	InChIKey=KOJCFMYSTWNMQW-RUAJDYCTSA-L	1016.021    	UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-&alpha;-D-glucosamine	CCCCCCCCCCCC(CC(NC1(C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2(OC(C(O)C(O)2)N3(C=CC(=O)NC(=O)3)))CO)O)OC(CC(CCCCCCCCCCC)O)=O))=O)O
OH-MYRISTOYL			UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	
OH-MYRISTOYL			UDP-2,3-diacyl-glucosamine	
OH-MYRISTOYL			UDP-2,3-bis(3-hydroxymyristoyl)glucosamine	
OH-MYRISTOYL			UDP-2,3-bis[(3R)-3-hydroxymyristoyl]-&alpha;-D-glucosamine	
OH-MYRISTOYL			UDP-2,3-bis[O-(3R)-3-hydroxymyristoyl]-&alpha;-D-glucosamine	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY	InChIKey=PXGPLTODNUVGFL-YNNPMVKQSA-M	353.478    	prostaglandin F2&alpha;	CCCCCC(O)C=CC1(C(O)CC(O)C(CC=CCCCC(=O)[O-])1)
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			(+)-prostaglandin F2a	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			dinaprost	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			enzaprost	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			enzaprost F	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			prostaglandin F2	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			(5z,13e)-(15s)-9-&alpha;,11-&alpha;,15-trihydroxyprosta-5,13-dienoate	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			prostarmon F	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			prostin F2&alpha;	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			protamodin	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			Protamodin	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			Prostin F2 &alpha;	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			Prostarmon F	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			Prostaglandin F2a	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			Prostaglandin F2	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			PGF2a	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			Enzaprost F	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			Enzaprost	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			Dinaprost	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			7-[3, 5-dihydroxy-2-(3-hydroxyl-1-octenyl) cyclopentyl]-5-heptenoic acid	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			(5Z,13E)-(15S)-9,11,15-trihydroxyprosta-5,13-dienoate	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			amoglandin	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			cyclosin	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			dinoprost	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			panacelan	
5Z13E-15S-9-ALPHA11-ALPHA15-TRIHY			(+)-Prostaglandin F2a	
910-EPOXY-18-HYDROXYSTEARATE	InChIKey=ITTPZDMHCNGAGQ-UHFFFAOYSA-M	313.456    	9,10-epoxy-18-hydroxystearate	C(CCCCCCCC1(C(CCCCCCCC(=O)[O-])O1))O
910-EPOXY-18-HYDROXYSTEARATE			9R,10S-epoxy-18-hydroxystearate	
CPD0-2472	InChIKey=IDBZKGQRLBFUFQ-MTKBYBFRSA-L	681.445    	(R)-NADHX	C1(=C(CCC(O)N1C5(OC(COP(=O)([O-])OP(=O)([O-])OCC2(OC(C(O)C(O)2)N4(C=NC3(C(N)=NC=NC=34))))C(O)C(O)5))C(N)=O)
CPD0-2472			(6R)-6-&beta;-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide	
Gentiobiose			gentiobiose	
Gentiobiose			&beta;-D-Glcp-(1&rarr;6)-D-Glcp	
Gentiobiose			&beta;-D-glucopyranose-(1&rarr;6)-D-glucopyranose	
28S-rRNA-Fragments			a 28S rRNA fragments	
CPD-714	InChIKey=JSVPGVHCEQDJCZ-VGEHDTSWSA-N	432.685    	cathasterone	CC(C)C(C)CC(O)C(C)[CH]3(CC[CH]4([CH]2(CC(=O)[CH]1(CC(O)CCC(C)1[CH]2CCC(C)34))))
CPD-18491	InChIKey=XZYNVQDKYRHKFG-QOJZHLSOSA-J	1104.05    	(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA	CCCCCC=CCC=CCC=CCC=CCC=CCCCCC(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])=O
CPD-18491			(6Z,9Z,12Z,15Z,18Z)-tetracosa-6,9,12,15,18-pentaenoyl-CoA	
CPD-15690	InChIKey=AYORDFMYYBNSBO-GKMLISQESA-J	959.791    	(3R)-hydroxy-5-trans-dodecenoyl-CoA	CCCCCCC=CCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-15690			(3R)-hydroxy-5E-dodecenoyl-CoA	
CPD-62	InChIKey=ULPVJDOMCRTJSN-RVXWVPLUSA-M	482.323    	2,3-dihydroxybenzoyl adenylate	C(C3(C(C(C(N2(C1(=C(C(=NC=N1)N)N=C2)))O3)O)O))OP([O-])(=O)OC(=O)C4(C=CC=C(O)C(O)=4)
CPD-62			2,3-dihydroxybenzoyl-AMP	
CPD-62			(2,3-dihydroxybenzoyl)adenylate	
CPD-10484	InChIKey=XWPBBHHZDYSYMS-HKUMRIAESA-M	295.268    	dehypoxanthine futalosine	C([O-])(=O)C1(C=CC=C(C=1)C(=O)CCC2(C(O)C(O)C(O)O2))
CPD-10484			dehypoxanthinylfutalosine	
CPD-10484			DHFL	
CPD-7149	InChIKey=XLZUBCUKXQFBKB-JZWLZXDTSA-M	517.422    	"pelargonidin-3-O-(6""-O-malonyl-&beta;-D-glucoside)"	C(OC(CC(=O)[O-])=O)C1(OC(C(C(C1O)O)O)OC2(=CC4(C(=CC(=CC([O+]=C2C3(C=CC(=CC=3)O))=4)O)[O-])))
Cleaved-DNA			Cleaved DNA	
28S-rRNAs			a 28S rRNA	
CPD-431	InChIKey=KZNIFHPLKGYRTM-UHFFFAOYSA-M	269.233    	apigenin	C1(C=C(O)C=CC=1C3(=CC(=O)C2(=C(C=C([O-])C=C(O)2)O3)))
CPD-431			4',5,7-trihydroxyflavone	
CPD-12345			N-(ADP-D-ribosyl)diphthamide-[translation elongation factor 2]	
CPD-12345			elongation factor 2 N-(ADP-D-ribosyl)diphthamide	
CPD-12345			EF-2 N-(ADP-D-ribosyl)diphthamide	
CPD-12345			peptide N-(ADP-D-ribosyl)diphthamide	
2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE	InChIKey=SFRQRNJMIIUYDI-UHNVWZDZSA-L	276.076    	2-C-methyl-D-erythritol-2,4-cyclodiphosphate	CC1(CO)(OP(=O)([O-])OP(=O)([O-])OCC(O)1)
2C-METH-D-ERYTHRITOL-CYCLODIPHOSPHATE			ME-2,4cPP	
CPD-6224	InChIKey=IGZIQAJJXGRAJF-OQAXFVLUSA-M	347.387    	gibberellin A34	C=C1(C3(CC4(C1)(C([CH]5(C2(C(=O)OC(CC(O)C(O)2)([CH](CC3)4)5)(C)))C([O-])=O)))
CPD-6224			GA34	
CPD-14779	InChIKey=PHOQVHQSTUBQQK-MGCNEYSASA-N	178.141    	D-galactono-1,5-lactone	C(O)C1(OC(C(C(C1O)O)O)=O)
CPD-14779			D-galactonolactone	
CPD-14779			D-galactonic acid &delta;-lactone	
CPD-14779			D-galactono-8-lactone	
CPD-14779			(3R,4S,5R,6R)-3,4,5-Trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-one	
GlcA-Gal-Gal-Xyl-Proteins			a [protein]-3-O-(&beta;-D-GlcA-(1&rarr;3)-&beta;-D-Gal-(1&rarr;3)-&beta;-D-Gal-(1&rarr;4)-&beta;-D-Xyl)-L-serine	
GlcA-Gal-Gal-Xyl-Proteins			3-&beta;-D-glucosyluronate-3-&beta;-D-galactosyl-4-&beta;-D-galactosyl-O-&beta;-D-xylosyl-[protein]	
GlcA-Gal-Gal-Xyl-Proteins			&beta;-D-glucosyluronate-(1->3)-&beta;-D-galactosyl-(1->3)-&beta;-D-galactosyl-(1->4)-&beta;-D-xylosyl-[proteoglycan]	
GlcA-Gal-Gal-Xyl-Proteins			&beta;-D-glucuronosyl-(1->3)-&beta;-D-galactosyl-(1->3)-&beta;-D-galactosyl-(1->4)-&beta;-D-xylosyl-[core protein]	
GlcA-Gal-Gal-Xyl-Proteins			a [protein]-3-O-(&beta;-D-glucuronosyl-(1&rarr;3)-&beta;-D-galactosyl-(1&rarr;3)-&beta;-D-galactosyl-(1&rarr;4)-&beta;-D-xylosyl)-L-serine	
Cleaved-Helper-Comp-Proteinease			cleaved helper component proteinase	
CPD0-2474	InChIKey=SZKXTJUOKARGIY-VPHRTNKSSA-J	759.41    	(S)-NADPHX	C5(N(C1(OC(C(C1O)O)COP(OP(OCC4(C(C(C(N3(C2(=C(C(=NC=N2)N)N=C3)))O4)OP([O-])([O-])=O)O))([O-])=O)(=O)[O-]))C(O)CCC(C(=O)N)=5)
CPD0-2474			(6S)-6&beta;-hydroxy-1,4,5,6-tetrahydronicotinamide-adenine dinucleotide phosphate	
CPD-8124	InChIKey=QNGJROMMAHOOFQ-JSUDGWJLSA-J	535.312    	thio-molybdenum cofactor	C(OP([O-])(=O)[O-])C2(C1(S[Mo](=S)(=O)SC=1[CH]3([CH](O2)NC4(=C(N3)C(=O)NC(N)=N4))))
CPD-8124			moco (sulfide)	
CPD-8124			MoOS(OH)Dtpp-mP	
CPD-8124			molybdenum cofactor (sulfide)	
3-OXOPIMELOYL-COA	InChIKey=KJXFOFKTZDJLMQ-UYRKPTJQSA-I	918.632    	3-oxopimeloyl-CoA	CC(C)(C(O)C(=O)NCCC(=O)NCCSC(CC(CCCC([O-])=O)=O)=O)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
3-OXOPIMELOYL-COA			3-oxopimelyl-CoA	
3-OXOPIMELOYL-COA			3-ketopimeloyl-CoA	
3-OXOPIMELOYL-COA			3-ketopimelyl-CoA	
OH-PYR	InChIKey=HHDDCCUIIUWNGJ-UHFFFAOYSA-M	103.054    	hydroxypyruvate	C(C(=O)C([O-])=O)O
OH-PYR			&beta;-hydroxypyruvate	
OH-PYR			OH-pyruvate	
OH-PYR			OH-pyr	
OH-PYR			3-hydroxypyruvate	
CPD-15691	InChIKey=VKLHSLOWDWGVGP-WOABMHMMSA-J	957.775    	5-trans-3-oxo-dodecenoyl-CoA	CCCCCCC=CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-15691			5E-3-oxo-dodecenoyl-CoA	
GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-Protein			a [protein]-3-O-(&beta;-D-GlcA-(1&rarr;3)-&alpha;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcA-(1&rarr;3)-&beta;-D-Gal-(1&rarr;3)-&beta;-D-Gal-(1&rarr;4)-&beta;-D-Xyl)-L-serine	
GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-Protein			&beta;-D-glucosyluronate-(1->3)-&alpha;-N-acetyl-D-glucosaminyl-(1->4)-&beta;-D-glucosyluronate-(1->3)-&beta;-D-galactosyl-(1->3)-&beta;-D-galactosyl-(1->4)-&beta;-D-xylosyl-[proteoglycan]	
GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-Protein			&beta;-D-glucosyluronate-(1->3)-&alpha;-N-acetyl-D-glucosaminyl-(1->4)-&beta;-D-glucosyluronate-(1->3)-&beta;-D-galactosyl-(1->3)-&beta;-D-galactosyl-(1->4)-&beta;-D-xylosylproteoglycan	
GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-Protein			&beta;-D-glucuronosyl-(1->3)-&alpha;-N-acetyl-D-glucosaminyl-(1->4)-&beta;-D-glucuronosyl-(1->3)-&beta;-D-galactosyl-(1->3)-&beta;-D-galactosyl-(1->4)-&beta;-D-xylosyl-[core protein]	
4-OH-4-ACETYL-2-OXOGLUTARATE	InChIKey=RQMCNDRMPZBEOD-UHFFFAOYSA-K	217.112    	2-hydroxy-4-oxobutane-1,2,4-tricarboxylate	C(C(CC(O)(CC(=O)[O-])C(=O)[O-])=O)(=O)[O-]
4-OH-4-ACETYL-2-OXOGLUTARATE			&gamma;-oxalocitramalate	
4-OH-4-ACETYL-2-OXOGLUTARATE			4-oxalocitramalate	
4-OH-4-ACETYL-2-OXOGLUTARATE			4-carboxy-4-hydroxy-2-ketoadipate	
4-OH-4-ACETYL-2-OXOGLUTARATE			4-hydroxy-4-carboxymethyl-2-oxoglutarate	
4-OH-4-ACETYL-2-OXOGLUTARATE			4-carboxy-4-hydroxy-2-oxoadipate	
CPD-12349	InChIKey=WPAMZTWLKIDIOP-UCORVYFPSA-M	177.133    	2-dehydro-3-deoxy-L-galactonate	C(O)C(O)C(O)CC(=O)C(=O)[O-]
CPD-12349			3-deoxy-L-threo-hex-2-ulosonate	
CPD-12349			3-deoxy-L-threo-hex-2-ulosonic acid	
CPD-12349			2-keto-3-deoxy-L-galactonic acid	
CPD-12349			L-threo-3-deoxy-hexulosonate	
CPD-12349			2-keto-3-deoxy-L-galactonate	
CPD-18492	InChIKey=UYOKHWFEUAJFMG-UIYHDVLFSA-J	1102.034    	(2E,6Z,9Z,12Z,15Z,18Z)-tetracosahexaenoyl-CoA	CCCCCC=CCC=CCC=CCC=CCC=CCCC=CC(SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-])=O
CPD-18492			(2E,6Z,9Z,12Z,15Z,18Z)-tetracosa-2,6,9,12,15,18-hexaenoyl-CoA	
Cleaved-type-1-transmembrane-domains			cleaved type-1 transmembrane domains	
5Z13E-15S-9-ALPHA15-DIHYDROXY-11-O	InChIKey=BHMBVRSPMRCCGG-OUTUXVNYSA-M	351.462    	prostaglandin D2	CCCCCC(O)C=CC1(C(=O)CC(O)C(CC=CCCCC(=O)[O-])1)
5Z13E-15S-9-ALPHA15-DIHYDROXY-11-O			(5z,13e)-(15s)-9-&alpha;,15-dihydroxy-11-oxoprosta-5,13-dienoate	
CPD-7616	InChIKey=IBGBGRVKPALMCQ-UHFFFAOYSA-N	138.123    	3,4-dihydroxybenzaldehyde	C(C1(C=C(C(=CC=1)O)O))=O
CPD-7616			protocatechualdehyde	
CPD-7616			3,4-dihydroxybenzyl aldehyde	
CPD-7616			rancinamycin IV	
9S-RRNA			a 9S rRNA	
CPD-14792	InChIKey=UJRFKENHJISTAF-NPFGDSAUSA-N	424.752    	isoshowacene	C=CC(C)(C=CC(C)CCC=C(C)CCC=C(C)C)CCC=C(C)CCC(C)C(=C)C
CPD-14792			20-methyl-21,22-didehydro-20,21-dihydrobotryococcene	
CPD-10503	InChIKey=HHVQPBXBALLUDF-QORHGLQKSA-N	418.659    	7&alpha;,12&alpha;-dihydroxy-5&beta;-cholestan-3-one	CC(C)CCCC(C)[CH]1(CC[CH]2(C(C)1C(O)C[CH]3([CH]2C(O)C[CH]4(C(C)3CCC(=O)C4))))
CPD-10503			5&beta;-cholestan-7&alpha;,12&alpha;-diol-3-one	
GlcNAc-GlcA-Gal-Gal-Xyl-Protein			a [protein]-3-O-(&alpha;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcA-(1&rarr;3)-&beta;-D-Gal-(1&rarr;3)-&beta;-D-Gal-(1&rarr;4)-&beta;-D-Xyl)-L-serine	
GlcNAc-GlcA-Gal-Gal-Xyl-Protein			&alpha;-N-acetyl-D-glucosaminyl-(1->4)-&beta;-D-glucosyluronate-(1->3)-&beta;-D-galactosyl-(1->3)-&beta;-D-galactosyl-(1->4)-&beta;-D-xylosyl-[proteoglycan]	
GlcNAc-GlcA-Gal-Gal-Xyl-Protein			&alpha;-N-acetyl-D-glucosaminyl-(1->4)-&beta;-D-glucosyluronate-(1->3)-&beta;-D-galactosyl-(1->3)-&beta;-D-galactosyl-(1->4)-&beta;-D-xylosylproteoglycan	
GlcNAc-GlcA-Gal-Gal-Xyl-Protein			&alpha;-N-acetyl-D-glucosaminyl-(1->4)-&beta;-D-glucuronosyl-(1->3)-&beta;-D-galactosyl-(1->3)-&beta;-D-galactosyl-(1->4)-&beta;-D-xylosyl-[core protein]	
9Z-3-oxo-octadec-9-enoyl-ACPs			a (9Z)-3-oxo-octadec-9-enoyl-[acp]	
4-P-PANTOTHENATE	InChIKey=XHFVGHPGDLDEQO-ZETCQYMHSA-K	296.193    	(R)-4'-phosphopantothenate	CC(C(C(=O)NCCC(=O)[O-])O)(COP([O-])([O-])=O)C
4-P-PANTOTHENATE			4'-phosphopantothenate	
4-P-PANTOTHENATE			4'-P-Pantothenate	
4-P-PANTOTHENATE			D-4'-phosphopantothenate	
CPD-7158	InChIKey=RDAZKSIGEYPYHO-NSCWJZNLSA-N	783.228    	3-demethylubiquinol-9	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCC1(=C(C)C(O)=C(OC)C(O)=C(O)1)
CPD-6262			a [Cys-Gly]-S-conjugate	
SULFATE	InChIKey=QAOWNCQODCNURD-UHFFFAOYSA-L	96.058    	sulfate	O=S(=O)([O-])[O-]
SULFATE			sulfuric acid	
SULFATE			H2SO4	
SULFATE			sulphate	
SULFATE			SO4-2	
SULFATE			SO42-	
SULFATE			SO4--	
2E-11Z-icosa-2-11-dienoyl-ACPs			an (2E,11Z)-icosa-2,11-dienoyl-[acp]	
A-5-prime-PP-5-prime-DNA			a 5'-(5'-diphosphoadenosine)-[DNA]	
A-5-prime-PP-5-prime-DNA			A5'pp5'DNA	
A-5-prime-PP-5-prime-DNA			a DNA with 5'App	
CPD-15692	InChIKey=CQGVNMQHZQJNII-ZJZQAHHTSA-J	915.738    	3-trans-decenoyl-CoA	CCCCCCC=CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(OP(=O)(OCC1(C(OP([O-])(=O)[O-])C(O)C(O1)N3(C2(=C(C(N)=NC=N2)N=C3))))[O-])[O-]
CPD-15692			3E-decenoyl-CoA	
CPD0-2482	InChIKey=QNAUHHROLOGFEY-UHFFFAOYSA-H	737.369    	ferric (2,3-dihydroxybenzoylserine)3	C(O)C5(NC(C1(C=CC=C2(C=1O[Fe---]468(O2)(OC3(C=CC=C(C=3O4)C(=O)NC(COC(=O)5)C(=O)OCC(C(O)=O)NC(C7(C(O6)=C(C=CC=7)O8))=O)))))=O)
CPD0-2482			hydrolyzed ferric enterobactin complex	
COBALT-FACTOR-III	InChIKey=RQHZZQLPDALGEQ-CYGMIEPJSA-D	925.72    	cobalt-factor III	CC1(=C8([N+]4(=C(C=C7(N3(C(=CC5(C(CC(=O)[O-])=C(CCC(=O)[O-])C6(=CC2(=C(CCC(=O)[O-])C(CC(=O)[O-])=C1N2[Co--]34[N+]=56))))C(CCC(=O)[O-])C(C)(CC(=O)[O-])7)))C(CCC(=O)[O-])C(C)(CC(=O)[O-])8)))
2E-5Z-tetradeca-2-5-dienoyl-ACPs			a (2E,5Z)-tetradeca-2,5-dienoyl-[acp]	
GlcNAc-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-Core			a [protein]-3-O-(&alpha;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcA-(1&rarr;3)-&alpha;-D-GlcNAc-(1&rarr;4)-&beta;-D-GlcA-(1&rarr;3)-&beta;-D-Gal-(1&rarr;3)-&beta;-D-Gal-(1&rarr;4)-&beta;-D-Xyl)-L-serine	
GlcNAc-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-Core			&alpha;-N-acetyl-D-glucosaminyl-(1->4)-&beta;-D-glucosyluronate-(1->3)-&alpha;-N-acetyl-D-glucosaminyl-(1->4)-&beta;-D-glucosyluronate-(1->3)-&beta;-D-galactosyl-(1->3)-&beta;-D-galactosyl-(1->4)-&beta;-D-xylosyl-[proteoglycan]	
