gene	organism	chromosome	start	end
At2g23142	Arabidopsis thaliana	Chr2	9850175	9850619	
At1g53070	Arabidopsis thaliana	Chr1	19778332	19779373	
At4g36500	Arabidopsis thaliana	Chr4	17225911	17226610	
At4g26860	Arabidopsis thaliana	Chr4	13503085	13504780	
At1g09890	Arabidopsis thaliana	Chr1	3214236	3217538	
At1g57980	Arabidopsis thaliana	Chr1	21439231	21440805	
At5g03850	Arabidopsis thaliana	Chr5	1028339	1029121	
At5g07370	Arabidopsis thaliana	Chr5	2330384	2332281	
At4g30830	Arabidopsis thaliana	Chr4	15015266	15016977	
At2g40745	Arabidopsis thaliana	Chr2	17008173	17008917	
At3g54600	Arabidopsis thaliana	Chr3	20210858	20213080	
At5g62020	Arabidopsis thaliana	Chr5	24916088	24917643	
At3g58110	Arabidopsis thaliana	Chr3	21516744	21519862	
At1g74250	Arabidopsis thaliana	Chr1	27920327	27922414	
At4g23330	Arabidopsis thaliana	Chr4	12192114	12195019	
At2g34890	Arabidopsis thaliana	Chr2	14718194	14721271	
At3g05070	Arabidopsis thaliana	Chr3	1416147	1417806	
At4g08151	Arabidopsis thaliana	Chr4	5151862	5151979	
At4g08150	Arabidopsis thaliana	Chr4	5147699	5150966	
At4g11900	Arabidopsis thaliana	Chr4	7150240	7153571	
At3g56600	Arabidopsis thaliana	Chr3	20968443	20970913	
At3g53220	Arabidopsis thaliana	Chr3	19721993	19722702	
At5g27100	Arabidopsis thaliana	Chr5	9535058	9538333	
At1g56160	Arabidopsis thaliana	Chr1	21022383	21023587	
At5g58970	Arabidopsis thaliana	Chr5	23808460	23811258	
At2g25660	Arabidopsis thaliana	Chr2	10916202	10927390	
At3g19840	Arabidopsis thaliana	Chr3	6891085	6897356	
At3g43170	Arabidopsis thaliana	Chr3	15172147	15172754	
At3g15170	Arabidopsis thaliana	Chr3	5109882	5111447	
At2g32390	Arabidopsis thaliana	Chr2	13748440	13751933	
At5g56190	Arabidopsis thaliana	Chr5	22742031	22745177	
At1g79100	Arabidopsis thaliana	Chr1	29753647	29754388	
At1g04230	Arabidopsis thaliana	Chr1	1125517	1128168	
Atmg01140	Arabidopsis thaliana	Chrm	292972	293431	
At3g10520	Arabidopsis thaliana	Chr3	3276225	3277860	
At3g10525	Arabidopsis thaliana	Chr3	3281361	3282032	
At3g10526	Arabidopsis thaliana	Chr3	3282466	3282637	
At3g04160	Arabidopsis thaliana	Chr3	1091146	1094346	
At1g05540	Arabidopsis thaliana	Chr1	1639285	1640811	
At1g01040	Arabidopsis thaliana	Chr1	23415	31120	
At1g72210	Arabidopsis thaliana	Chr1	27179789	27182430	
At5g62100	Arabidopsis thaliana	Chr5	24940395	24941955	
At1g69750	Arabidopsis thaliana	Chr1	26235283	26237571	
At1g56290	Arabidopsis thaliana	Chr1	21075285	21078778	
At1g78470	Arabidopsis thaliana	Chr1	29521769	29523191	
At1g78476	Arabidopsis thaliana	Chr1	29523981	29526284	
At2g32645	Arabidopsis thaliana	Chr2	13851666	13853343	
At2g32640	Arabidopsis thaliana	Chr2	13846918	13850909	
At4g27050	Arabidopsis thaliana	Chr4	13575799	13578051	
At5g10010	Arabidopsis thaliana	Chr5	3127905	3131727	
At1g48610	Arabidopsis thaliana	Chr1	17970677	17973303	
At2g35380	Arabidopsis thaliana	Chr2	14892600	14893993	
At4g32990	Arabidopsis thaliana	Chr4	15920229	15922658	
At5g58940	Arabidopsis thaliana	Chr5	23798561	23800823	
At1g43640	Arabidopsis thaliana	Chr1	16439434	16441844	
At2g28315	Arabidopsis thaliana	Chr2	12088876	12090701	
At3g01400	Arabidopsis thaliana	Chr3	151761	153217	
At2g28310	Arabidopsis thaliana	Chr2	12085376	12088060	
At1g44910	Arabidopsis thaliana	Chr1	16975603	16982965	
At5g60460	Arabidopsis thaliana	Chr5	24317436	24317935	
At5g48660	Arabidopsis thaliana	Chr5	19736646	19738538	
At3g18715	Arabidopsis thaliana	Chr3	6441066	6441348	
At2g38090	Arabidopsis thaliana	Chr2	15944710	15947085	
At3g06750	Arabidopsis thaliana	Chr3	2129622	2130315	
At4g02140	Arabidopsis thaliana	Chr4	949459	951063	
At3g18710	Arabidopsis thaliana	Chr3	6434082	6435561	
At5g17090	Arabidopsis thaliana	Chr5	5621248	5622476	
At5g63840	Arabidopsis thaliana	Chr5	25545055	25549199	
At1g02530	Arabidopsis thaliana	Chr1	529794	534677	
At3g02270	Arabidopsis thaliana	Chr3	448976	451007	
At3g23690	Arabidopsis thaliana	Chr3	8528631	8531012	
At1g63610	Arabidopsis thaliana	Chr1	23583520	23585723	
At3g28930	Arabidopsis thaliana	Chr3	10959685	10960808	
At2g33510	Arabidopsis thaliana	Chr2	14194149	14195647	
At2g39050	Arabidopsis thaliana	Chr2	16303402	16305629	
At1g68930	Arabidopsis thaliana	Chr1	25918313	25920545	
At1g06090	Arabidopsis thaliana	Chr1	1847882	1849693	
At5g20220	Arabidopsis thaliana	Chr5	6821989	6825981	
At1g68935	Arabidopsis thaliana	Chr1	25921524	25923094	
At2g18260	Arabidopsis thaliana	Chr2	7942152	7943388	
At2g31600	Arabidopsis thaliana	Chr2	13448189	13450095	
At4g28140	Arabidopsis thaliana	Chr4	13974690	13975908	
At3g02180	Arabidopsis thaliana	Chr3	404732	405656	
At3g44250	Arabidopsis thaliana	Chr3	15948504	15950224	
At5g48970	Arabidopsis thaliana	Chr5	19856829	19859763	
At5g52530	Arabidopsis thaliana	Chr5	21317139	21321236	
At1g09310	Arabidopsis thaliana	Chr1	3009054	3009880	
At1g76440	Arabidopsis thaliana	Chr1	28682146	28683750	
At2g29950	Arabidopsis thaliana	Chr2	12767584	12768435	
At2g41680	Arabidopsis thaliana	Chr2	17376154	17379055	
At1g70840	Arabidopsis thaliana	Chr1	26712981	26714066	
At1g49250	Arabidopsis thaliana	Chr1	18220532	18224256	
At3g58930	Arabidopsis thaliana	Chr3	21778209	21780433	
At2g05140	Arabidopsis thaliana	Chr2	1853934	1854903	
At2g47900	Arabidopsis thaliana	Chr2	19610922	19613232	
At4g35070	Arabidopsis thaliana	Chr4	16694169	16695698	
At4g08930	Arabidopsis thaliana	Chr4	5729191	5730850	
At1g33925	Arabidopsis thaliana	Chr1	12322573	12322753	
At5g13730	Arabidopsis thaliana	Chr5	4429109	4430837	
At1g54470	Arabidopsis thaliana	Chr1	20344697	20349192	
At1g30860	Arabidopsis thaliana	Chr1	10986522	10989504	
At3g07005	Arabidopsis thaliana	Chr3	2212062	2212413	
At1g65510	Arabidopsis thaliana	Chr1	24359452	24360081	
At3g03580	Arabidopsis thaliana	Chr3	860511	863352	
At3g07000	Arabidopsis thaliana	Chr3	2209411	2211307	
At5g45830	Arabidopsis thaliana	Chr5	18589481	18591400	
At2g41530	Arabidopsis thaliana	Chr2	17323494	17325618	
At5g21170	Arabidopsis thaliana	Chr5	7205666	7208496	
At5g26670	Arabidopsis thaliana	Chr5	9318281	9320987	
At1g31400	Arabidopsis thaliana	Chr1	11245224	11246481	
At5g61640	Arabidopsis thaliana	Chr5	24775034	24776390	
At1g27970	Arabidopsis thaliana	Chr1	9746810	9748467	
At2g37520	Arabidopsis thaliana	Chr2	15744768	15750107	
At2g40480	Arabidopsis thaliana	Chr2	16910363	16912592	
At3g03630	Arabidopsis thaliana	Chr3	877927	880446	
At5g59613	Arabidopsis thaliana	Chr5	24015473	24016500	
At1g06320	Arabidopsis thaliana	Chr1	1930522	1931449	
At5g54260	Arabidopsis thaliana	Chr5	22032068	22037991	
At5g27060	Arabidopsis thaliana	Chr5	9522533	9525407	
At1g07050	Arabidopsis thaliana	Chr1	2164187	2165239	
Atcg00140	Arabidopsis thaliana	Chrc	13261	13507	
At1g62981	Arabidopsis thaliana	Chr1	23333671	23334982	
At1g62980	Arabidopsis thaliana	Chr1	23331675	23333110	
At2g19600	Arabidopsis thaliana	Chr2	8479197	8483830	
At2g35600	Arabidopsis thaliana	Chr2	14940844	14945357	
At2g35605	Arabidopsis thaliana	Chr2	14946062	14947276	
At1g34580	Arabidopsis thaliana	Chr1	12660550	12663870	
At5g51370	Arabidopsis thaliana	Chr5	20872762	20874249	
At5g12060	Arabidopsis thaliana	Chr5	3894918	3895371	
At2g03667	Arabidopsis thaliana	Chr2	1114126	1117439	
At3g09360	Arabidopsis thaliana	Chr3	2873448	2878591	
At5g16760	Arabidopsis thaliana	Chr5	5509673	5511232	
At4g17505	Arabidopsis thaliana	Chr4	9764375	9766315	
At5g53280	Arabidopsis thaliana	Chr5	21607506	21609418	
At5g18600	Arabidopsis thaliana	Chr5	6183257	6183954	
At4g17500	Arabidopsis thaliana	Chr4	9759324	9760340	
Atmg00370	Arabidopsis thaliana	Chrm	104953	105553	
At3g23960	Arabidopsis thaliana	Chr3	8657735	8658944	
At1g36980	Arabidopsis thaliana	Chr1	14025027	14026941	
At2g47270	Arabidopsis thaliana	Chr2	19411559	19412151	
At3g08943	Arabidopsis thaliana	Chr3	2718879	2722624	
At3g08940	Arabidopsis thaliana	Chr3	2717674	2718883	
At3g08947	Arabidopsis thaliana	Chr3	2723288	2726942	
At1g34630	Arabidopsis thaliana	Chr1	12685199	12687641	
At5g14720	Arabidopsis thaliana	Chr5	4747859	4753592	
At5g41000	Arabidopsis thaliana	Chr5	16420779	16423830	
At1g47770	Arabidopsis thaliana	Chr1	17590265	17591261	
At2g38870	Arabidopsis thaliana	Chr2	16236380	16237280	
At5g67570	Arabidopsis thaliana	Chr5	26952351	26955543	
At4g20520	Arabidopsis thaliana	Chr4	11045911	11047716	
At1g24400	Arabidopsis thaliana	Chr1	8651406	8653828	
At2g04360	Arabidopsis thaliana	Chr2	1519392	1521056	
At1g24405	Arabidopsis thaliana	Chr1	8655245	8655650	
At5g50390	Arabidopsis thaliana	Chr5	20520788	20522980	
At3g04060	Arabidopsis thaliana	Chr3	1053365	1055163	
At3g09090	Arabidopsis thaliana	Chr3	2782697	2787804	
At5g11000	Arabidopsis thaliana	Chr5	3479028	3480425	
At1g26310	Arabidopsis thaliana	Chr1	9100152	9103603	
At3g26934	Arabidopsis thaliana	Chr3	9928156	9929123	
At3g26935	Arabidopsis thaliana	Chr3	9932599	9935499	
At1g61980	Arabidopsis thaliana	Chr1	22908044	22909588	
At5g36930	Arabidopsis thaliana	Chr5	14567621	14572630	
At3g26930	Arabidopsis thaliana	Chr3	9925753	9927393	
At3g05330	Arabidopsis thaliana	Chr3	1518881	1521494	
At1g33940	Arabidopsis thaliana	Chr1	12330575	12332785	
At1g36675	Arabidopsis thaliana	Chr1	13867567	13869490	
At5g58990	Arabidopsis thaliana	Chr5	23814992	23816143	
At1g22800	Arabidopsis thaliana	Chr1	8071934	8074357	
Atcg01230	Arabidopsis thaliana	Chrc	139855	140650	
At1g47480	Arabidopsis thaliana	Chr1	17417578	17419432	
At5g52880	Arabidopsis thaliana	Chr5	21431835	21433712	
At5g55550	Arabidopsis thaliana	Chr5	22502063	22504011	
At5g46140	Arabidopsis thaliana	Chr5	18704996	18706708	
At5g50020	Arabidopsis thaliana	Chr5	20351159	20354317	
At5g46760	Arabidopsis thaliana	Chr5	18974230	18976009	
At4g03370	Arabidopsis thaliana	Chr4	1478077	1478965	
At1g14810	Arabidopsis thaliana	Chr1	5102423	5104695	
At5g14180	Arabidopsis thaliana	Chr5	4571336	4574462	
At5g42070	Arabidopsis thaliana	Chr5	16818983	16820195	
At5g44850	Arabidopsis thaliana	Chr5	18108303	18109593	
At3g20690	Arabidopsis thaliana	Chr3	7231569	7232682	
At1g19990	Arabidopsis thaliana	Chr1	6935217	6936693	
At2g43590	Arabidopsis thaliana	Chr2	18081330	18082767	
At3g55400	Arabidopsis thaliana	Chr3	20535630	20539067	
At5g10350	Arabidopsis thaliana	Chr5	3255433	3257807	
At5g26580	Arabidopsis thaliana	Chr5	9393064	9394102	
At2g13600	Arabidopsis thaliana	Chr2	5671492	5673586	
At4g37000	Arabidopsis thaliana	Chr4	17442611	17443855	
At1g48930	Arabidopsis thaliana	Chr1	18101642	18104661	
At3g20520	Arabidopsis thaliana	Chr3	7162827	7165859	
At1g32350	Arabidopsis thaliana	Chr1	11666976	11668690	
At3g17320	Arabidopsis thaliana	Chr3	5915426	5916656	
At1g25460	Arabidopsis thaliana	Chr1	8942810	8944244	
At3g16050	Arabidopsis thaliana	Chr3	5443949	5445329	
At3g62250	Arabidopsis thaliana	Chr3	23037093	23037797	
At4g19820	Arabidopsis thaliana	Chr4	10767435	10768614	
At5g43080	Arabidopsis thaliana	Chr5	17293226	17294789	
At4g02420	Arabidopsis thaliana	Chr4	1064362	1066372	
At1g22110	Arabidopsis thaliana	Chr1	7800506	7802562	
At4g02425	Arabidopsis thaliana	Chr4	1067279	1068785	
At1g33910	Arabidopsis thaliana	Chr1	12314903	12316258	
At1g27190	Arabidopsis thaliana	Chr1	9446656	9448825	
At5g43300	Arabidopsis thaliana	Chr5	17376733	17379277	
At1g62200	Arabidopsis thaliana	Chr1	22982035	22984359	
At1g77180	Arabidopsis thaliana	Chr1	28999607	29002135	
At1g35516	Arabidopsis thaliana	Chr1	13078617	13079773	
At1g35515	Arabidopsis thaliana	Chr1	13077925	13080265	
At1g35510	Arabidopsis thaliana	Chr1	13071164	13074949	
At1g11940	Arabidopsis thaliana	Chr1	4031573	4034078	
At5g35560	Arabidopsis thaliana	Chr5	13742108	13748312	
At5g59410	Arabidopsis thaliana	Chr5	23959572	23960878	
At4g13970	Arabidopsis thaliana	Chr4	8070188	8075501	
At5g20390	Arabidopsis thaliana	Chr5	6892830	6894195	
At1g17730	Arabidopsis thaliana	Chr1	6099088	6100315	
At1g13890	Arabidopsis thaliana	Chr1	4751580	4752844	
At2g20140	Arabidopsis thaliana	Chr2	8692699	8695084	
At2g20142	Arabidopsis thaliana	Chr2	8695373	8696643	
At2g28401	Arabidopsis thaliana	Chr2	12150379	12150502	
At2g28400	Arabidopsis thaliana	Chr2	12148303	12149052	
At5g18980	Arabidopsis thaliana	Chr5	6334831	6338100	
At2g18920	Arabidopsis thaliana	Chr2	8197752	8198160	
At1g77450	Arabidopsis thaliana	Chr1	29099953	29101261	
At1g29970	Arabidopsis thaliana	Chr1	10498350	10501427	
At4g39120	Arabidopsis thaliana	Chr4	18220588	18227988	
At3g63120	Arabidopsis thaliana	Chr3	23322955	23324247	
At3g11580	Arabidopsis thaliana	Chr3	3648923	3651332	
At1g28375	Arabidopsis thaliana	Chr1	9961054	9961703	
At3g22580	Arabidopsis thaliana	Chr3	8002761	8003145	
At1g28370	Arabidopsis thaliana	Chr1	9955968	9956940	
At2g15290	Arabidopsis thaliana	Chr2	6642299	6644037	
At3g26690	Arabidopsis thaliana	Chr3	9804252	9805715	
At4g34060	Arabidopsis thaliana	Chr4	16314002	16319426	
At1g50740	Arabidopsis thaliana	Chr1	18807671	18809004	
At4g21440	Arabidopsis thaliana	Chr4	11418245	11419760	
At1g23440	Arabidopsis thaliana	Chr1	8321679	8324240	
At3g16580	Arabidopsis thaliana	Chr3	5647375	5648746	
At1g31870	Arabidopsis thaliana	Chr1	11436746	11440109	
At4g34580	Arabidopsis thaliana	Chr4	16515326	16519534	
At1g31875	Arabidopsis thaliana	Chr1	11442912	11443044	
At4g01190	Arabidopsis thaliana	Chr4	504210	506131	
At1g52450	Arabidopsis thaliana	Chr1	19541683	19546266	
At1g65890	Arabidopsis thaliana	Chr1	24512456	24514659	
At3g11050	Arabidopsis thaliana	Chr3	3463597	3465506	
At1g16060	Arabidopsis thaliana	Chr1	5508506	5511735	
At2g23780	Arabidopsis thaliana	Chr2	10123305	10124636	
At1g12760	Arabidopsis thaliana	Chr1	4348497	4350867	
At1g29390	Arabidopsis thaliana	Chr1	10286292	10287904	
At2g27490	Arabidopsis thaliana	Chr2	11748014	11750182	
At1g29395	Arabidopsis thaliana	Chr1	10288196	10289621	
At3g23180	Arabidopsis thaliana	Chr3	8277036	8278396	
At1g11490	Arabidopsis thaliana	Chr1	3868883	3870065	
At5g42890	Arabidopsis thaliana	Chr5	17194196	17196032	
At3g47870	Arabidopsis thaliana	Chr3	17659679	17661008	
At5g42895	Arabidopsis thaliana	Chr5	17196794	17197163	
At4g01440	Arabidopsis thaliana	Chr4	596398	598718	
At1g10720	Arabidopsis thaliana	Chr1	3562951	3564759	
At3g51870	Arabidopsis thaliana	Chr3	19243949	19246936	
At1g21590	Arabidopsis thaliana	Chr1	7566231	7569902	
At1g60110	Arabidopsis thaliana	Chr1	22168501	22170649	
At4g10695	Arabidopsis thaliana	Chr4	6593773	6594478	
At5g02610	Arabidopsis thaliana	Chr5	587507	588800	
At1g29025	Arabidopsis thaliana	Chr1	10124347	10127068	
At1g29020	Arabidopsis thaliana	Chr1	10120496	10122902	
At2g22780	Arabidopsis thaliana	Chr2	9689414	9692154	
At5g13070	Arabidopsis thaliana	Chr5	4147635	4149252	
At4g35335	Arabidopsis thaliana	Chr4	16807264	16810216	
At5g04610	Arabidopsis thaliana	Chr5	1325587	1326928	
At5g27340	Arabidopsis thaliana	Chr5	9635884	9636884	
At5g16240	Arabidopsis thaliana	Chr5	5306806	5309932	
At5g19210	Arabidopsis thaliana	Chr5	6461422	6463866	
At1g51900	Arabidopsis thaliana	Chr1	19279883	19282895	
At4g10520	Arabidopsis thaliana	Chr4	6499793	6502866	
At1g11230	Arabidopsis thaliana	Chr1	3763267	3764483	
At3g27250	Arabidopsis thaliana	Chr3	10061544	10062731	
At3g15770	Arabidopsis thaliana	Chr3	5340097	5341339	
At1g04030	Arabidopsis thaliana	Chr1	1040382	1042892	
At5g22640	Arabidopsis thaliana	Chr5	7529367	7533784	
At5g29613	Arabidopsis thaliana	Chr5	11280576	11281110	
At5g23110	Arabidopsis thaliana	Chr5	7758306	7775671	
At3g10720	Arabidopsis thaliana	Chr3	3354481	3357614	
At1g05785	Arabidopsis thaliana	Chr1	1730248	1732626	
At1g05780	Arabidopsis thaliana	Chr1	1726607	1728404	
At1g01200	Arabidopsis thaliana	Chr1	86514	88213	
At1g53460	Arabidopsis thaliana	Chr1	19954489	19956632	
At5g16220	Arabidopsis thaliana	Chr5	5298302	5300610	
At3g60740	Arabidopsis thaliana	Chr3	22447244	22453364	
At3g46470	Arabidopsis thaliana	Chr3	17099915	17100973	
At5g36210	Arabidopsis thaliana	Chr5	14247912	14253295	
At4g15460	Arabidopsis thaliana	Chr4	8841419	8841866	
At5g07820	Arabidopsis thaliana	Chr5	2498748	2501209	
At1g04780	Arabidopsis thaliana	Chr1	1340668	1343584	
At4g27290	Arabidopsis thaliana	Chr4	13666280	13669202	
At1g08000	Arabidopsis thaliana	Chr1	2483239	2485109	
At5g56080	Arabidopsis thaliana	Chr5	22711401	22712364	
At2g30710	Arabidopsis thaliana	Chr2	13085885	13089261	
At1g08005	Arabidopsis thaliana	Chr1	2485343	2485511	
At1g19380	Arabidopsis thaliana	Chr1	6698057	6698824	
At4g33300	Arabidopsis thaliana	Chr4	16051050	16056526	
At2g34400	Arabidopsis thaliana	Chr2	14516225	14518186	
At5g09460	Arabidopsis thaliana	Chr5	2943737	2946839	
At1g15800	Arabidopsis thaliana	Chr1	5441081	5443684	
At2g20921	Arabidopsis thaliana	Chr2	9000024	9000228	
At5g18160	Arabidopsis thaliana	Chr5	6002769	6003909	
At5g24690	Arabidopsis thaliana	Chr5	8455456	8458751	
At1g61790	Arabidopsis thaliana	Chr1	22814389	22815430	
At1g61795	Arabidopsis thaliana	Chr1	22819631	22821029	
At3g50830	Arabidopsis thaliana	Chr3	18893844	18895497	
At5g66830	Arabidopsis thaliana	Chr5	26691303	26692488	
At3g06510	Arabidopsis thaliana	Chr3	2016384	2019677	
At4g34050	Arabidopsis thaliana	Chr4	16310774	16312216	
At4g26650	Arabidopsis thaliana	Chr4	13444849	13448212	
At2g25250	Arabidopsis thaliana	Chr2	10753834	10754713	
At3g61190	Arabidopsis thaliana	Chr3	22650526	22651449	
At1g52330	Arabidopsis thaliana	Chr1	19488942	19489914	
At4g21920	Arabidopsis thaliana	Chr4	11636083	11636473	
At3g12760	Arabidopsis thaliana	Chr3	4054738	4056980	
At5g25870	Arabidopsis thaliana	Chr5	9019590	9020321	
At3g10890	Arabidopsis thaliana	Chr3	3407454	3409000	
At3g17040	Arabidopsis thaliana	Chr3	5809265	5812678	
At3g61220	Arabidopsis thaliana	Chr3	22662952	22664356	
At2g31040	Arabidopsis thaliana	Chr2	13208905	13211085	
At5g46400	Arabidopsis thaliana	Chr5	18820031	18824650	
At4g28380	Arabidopsis thaliana	Chr4	14039755	14040931	
At3g53560	Arabidopsis thaliana	Chr3	19859626	19861031	
At3g12490	Arabidopsis thaliana	Chr3	3960400	3961915	
At1g66220	Arabidopsis thaliana	Chr1	24670535	24673661	
At3g62430	Arabidopsis thaliana	Chr3	23093794	23095304	
At1g13400	Arabidopsis thaliana	Chr1	4597626	4598911	
At2g28840	Arabidopsis thaliana	Chr2	12378336	12380742	
At3g44720	Arabidopsis thaliana	Chr3	16271651	16273344	
At4g12780	Arabidopsis thaliana	Chr4	7512046	7517005	
At5g25250	Arabidopsis thaliana	Chr5	8749726	8751636	
At2g24120	Arabidopsis thaliana	Chr2	10248910	10254641	
At1g09660	Arabidopsis thaliana	Chr1	3127770	3131094	
At4g30200	Arabidopsis thaliana	Chr4	14786632	14790501	
At1g09665	Arabidopsis thaliana	Chr1	3133094	3133674	
At5g01734	Arabidopsis thaliana	Chr5	278989	279142	
At1g54270	Arabidopsis thaliana	Chr1	20259691	20262266	
At5g61200	Arabidopsis thaliana	Chr5	24620215	24622666	
At5g01730	Arabidopsis thaliana	Chr5	272831	277561	
At1g10120	Arabidopsis thaliana	Chr1	3304038	3306824	
At5g06700	Arabidopsis thaliana	Chr5	2063486	2066039	
At4g14785	Arabidopsis thaliana	Chr4	8495172	8495620	
At4g14780	Arabidopsis thaliana	Chr4	8492831	8494591	
At5g64520	Arabidopsis thaliana	Chr5	25788068	25790204	
At3g58480	Arabidopsis thaliana	Chr3	21629105	21631853	
At3g62750	Arabidopsis thaliana	Chr3	23214370	23217045	
At1g03170	Arabidopsis thaliana	Chr1	769631	770684	
At1g79720	Arabidopsis thaliana	Chr1	29997126	29999045	
At3g03030	Arabidopsis thaliana	Chr3	682053	684069	
At4g13780	Arabidopsis thaliana	Chr4	7993154	7998515	
At1g51172	Arabidopsis thaliana	Chr1	18963204	18965571	
At1g51170	Arabidopsis thaliana	Chr1	18953457	18954892	
At1g06520	Arabidopsis thaliana	Chr1	1993977	1996112	
At4g14251	Arabidopsis thaliana	Chr4	8213700	8213883	
At4g14250	Arabidopsis thaliana	Chr4	8208747	8213237	
At1g07690	Arabidopsis thaliana	Chr1	2378075	2379000	
Atcg00300	Arabidopsis thaliana	Chrc	35750	35939	
At2g32020	Arabidopsis thaliana	Chr2	13631061	13631768	
At2g30870	Arabidopsis thaliana	Chr2	13141356	13142613	
At5g26751	Arabidopsis thaliana	Chr5	9399376	9402476	
At2g33990	Arabidopsis thaliana	Chr2	14360275	14362241	
At4g31150	Arabidopsis thaliana	Chr4	15143504	15145629	
At2g15880	Arabidopsis thaliana	Chr2	6918038	6920319	
At3g49510	Arabidopsis thaliana	Chr3	18353841	18356508	
At5g53045	Arabidopsis thaliana	Chr5	21508384	21509609	
At5g58010	Arabidopsis thaliana	Chr5	23483544	23484889	
At5g53040	Arabidopsis thaliana	Chr5	21506966	21507948	
At1g75720	Arabidopsis thaliana	Chr1	28434647	28435318	
At1g70530	Arabidopsis thaliana	Chr1	26588749	26591379	
At3g46860	Arabidopsis thaliana	Chr3	17260233	17260599	
At5g22980	Arabidopsis thaliana	Chr5	7688083	7690648	
At5g61970	Arabidopsis thaliana	Chr5	24888616	24893328	
At3g61170	Arabidopsis thaliana	Chr3	22638690	22641237	
At3g18170	Arabidopsis thaliana	Chr3	6228341	6229662	
At4g20720	Arabidopsis thaliana	Chr4	11105317	11108053	
At1g50220	Arabidopsis thaliana	Chr1	18602957	18604575	
At3g04260	Arabidopsis thaliana	Chr3	1123022	1127515	
At3g57450	Arabidopsis thaliana	Chr3	21261933	21262622	
At4g33790	Arabidopsis thaliana	Chr4	16204156	16207947	
At3g50480	Arabidopsis thaliana	Chr3	18733067	18734388	
At4g22760	Arabidopsis thaliana	Chr4	11960552	11962289	
At4g20890	Arabidopsis thaliana	Chr4	11182091	11184072	
At3g42180	Arabidopsis thaliana	Chr3	14324273	14328676	
At2g33370	Arabidopsis thaliana	Chr2	14143553	14144721	
At3g51680	Arabidopsis thaliana	Chr3	19173621	19174667	
At4g09430	Arabidopsis thaliana	Chr4	5970931	5975375	
Atmg00170	Arabidopsis thaliana	Chrm	48112	48532	
At3g21630	Arabidopsis thaliana	Chr3	7615384	7618581	
At3g50150	Arabidopsis thaliana	Chr3	18595730	18597642	
At3g01300	Arabidopsis thaliana	Chr3	90597	93585	
At5g22320	Arabidopsis thaliana	Chr5	7388003	7390485	
At5g66310	Arabidopsis thaliana	Chr5	26485684	26491382	
At4g22490	Arabidopsis thaliana	Chr4	11849700	11850331	
At1g68360	Arabidopsis thaliana	Chr1	25621677	25622412	
At2g26500	Arabidopsis thaliana	Chr2	11270217	11270874	
